"BP_1_pol_S1_L001"	"O_N_1_S10_L001"	"O_N_2_S11_L001"	"O_N_3_S12_L001"	"X_1_pol_S13_L001"	"X_2_pol_S14_L001"	"X_3_pol_S15_L001"	"X_N_1_S16_L001"	"X_N_2_S17_L001"	"X_N_3_S18_L001"	"BP_2_pol_S2_L001"	"BP_3_pol_S3_L001"	"BP_N_1_S4_L001"	"BP_N_2_S5_L001"	"BP_N_3_S6_L001"	"Oci_1_pol_S7_L001"	"Oci_2_pol_S8_L001"	"Oci_3_pol_S9_L001"
"100576104"	10.4479907219772	10.2617232865232	10.4349966215486	10.4558255090128	10.2774642769904	10.4626879960937	10.2794907220198	10.4302627769629	10.3549417880429	10.4116891759397	10.5434772673486	10.4975580673443	10.5025764872213	10.4434352027608	10.4588411620825	10.6115036484022	10.4236757918617	10.3435354225121
"100576106"	8.35040455973666	8.31565764976736	8.12489507606245	8.21480477407393	8.00455060958316	8.10996037130034	8.1925493460188	8.35976406905736	8.16959220267299	8.23783507580503	8.26351218795012	8.30971263846036	8.39384829919074	8.1242521510456	8.51111439875133	8.20333367864752	8.15450535350383	8.31857784081574
"100576110"	9.80244207393973	9.91325681820147	10.1144736533848	10.202312159024	10.38732602071	10.0648888342237	10.0865226272686	10.2135854722484	10.2253793413857	10.1784845629821	10.2484618602702	9.69953630135683	10.1066634914907	10.1101564846913	9.78563363658987	10.0229337264184	10.6408222971164	10.7903894319082
"100576116"	10.8676645534198	10.8393730672432	10.8094860727436	10.8741345112278	10.9525707534966	10.9549121189082	10.7463928755485	10.9051298974659	10.9407525008335	10.9903041338789	10.8783304880304	10.8272218210824	10.857726674497	10.735824581424	10.7525870929135	10.9939039068509	10.9404347448112	11.0000945111246
"100576118"	8.62493050191493	8.42573215494467	8.35932468630069	8.98180112771549	7.60555210662982	7.82508928767312	7.38604461861846	10.4987542035983	10.8151391806863	10.4263841633964	7.55546063454719	7.45756740871444	7.49057062540447	9.24787424750881	8.88324116607936	7.17335166175876	7.75612052671438	8.28411317693737
"100576120"	9.1234361319194	9.30668689733946	9.17134999075569	9.22204835852206	9.40955161984606	9.34967761285323	9.15529991749678	9.25461924326693	9.19397128295977	9.22659294653431	9.25568556191681	9.04058432091976	9.2171404539662	9.2930639962081	9.21331941223307	9.60070255832072	9.20716501681344	9.33990155114603
"100576125"	9.72795714953589	9.9321945603048	10.0456923939119	9.97209463188591	9.48960082751004	9.93210095136797	9.71462120055257	9.64146894122628	9.76831353125831	9.7425196182176	9.7856852082277	10.0224956639509	9.83121135220786	9.81990299248785	9.76071380484315	9.84787034987393	9.95860992918679	10.2831505635388
"100576128"	8.10576256993646	7.57966290074307	7.96632549732726	7.8891649281336	8.05609540370642	8.0668231637939	7.64860205418033	7.9888366109652	7.84068588629517	7.98643839503121	7.99075205826631	7.90657841368972	8.02129767617577	8.00561499111431	7.9861963338099	7.74138106746912	8.20301597388912	8.02508474369087
"100576129"	11.8743414253603	12.228902485662	12.0325094921881	11.9363046021469	12.0458194785567	11.9756222458821	12.0799987435866	11.9857854672315	11.9724569613308	12.0526365414566	11.9102920452099	11.9879544504671	12.0641297670427	11.941943425955	12.0388868188916	12.0615590018325	12.1194576164543	12.2040973791645
"100576130"	10.8832066528463	10.9619089768932	10.5519753294422	10.9026672708876	11.0041107001909	10.8594963962796	10.8832072768408	10.7390683148516	10.8847427366031	10.8112623525313	10.9254126975232	10.9639275349012	10.7673841108581	10.8953143747517	10.9381546138567	10.69261535835	11.1180372286173	10.7660251100167
"100576131"	9.80927188300386	9.77944067978317	9.71205791138084	9.48378854790678	9.59094746473043	9.57808278997312	10.0470039269438	9.54917265645226	9.63331819533109	9.47782015570689	9.52636281359306	9.9472467435028	9.65875607466214	9.66506990900665	9.77944445733256	9.59059315699121	9.29263161490221	9.38072632118401
"100576132"	12.2077843466709	12.3483719356586	12.8195607039218	12.1045605783984	12.469413365359	12.2373547305778	12.2178041805329	12.4217052756965	12.5253487340715	12.4556824191504	12.4126884732967	11.8787452594446	12.3188640355452	12.2930241503875	12.4720244807953	12.1327219308962	12.5771074928182	12.6200245706421
"100576134"	10.0734745392382	10.2824899816678	10.0423330979736	10.3995072601134	9.9121839870993	10.1934274053344	10.433303508908	10.0984682790962	9.93044282635443	10.7447747305182	10.2649997421893	10.1668014356558	10.4822888887545	10.5179364830797	10.675078682372	10.1975519514592	10.1612851258294	10.2483354921737
"100576139"	8.89531250841303	8.4033118264042	9.15676360766418	8.7409624691961	8.95948131341049	8.82334747341064	8.58303937645486	8.64827792763344	8.99329568342785	8.48740463768002	8.52841396537556	8.73688958007069	8.78471303001235	8.94094901678192	8.57516843140573	8.9296269064895	8.79054289484523	8.67061428473859
"100576140"	9.97139365911583	9.61066119154709	10.0962370858871	10.0081548532002	9.68383526892624	9.94886958259463	9.84812001040767	9.89161012213309	9.91309696759043	9.85063054244418	9.97894034340895	9.86780940222873	9.88749181108951	9.92944752452884	9.92523983422729	9.96172952035244	9.99949542937709	9.86614377978057
"100576143"	8.48062745873289	8.58281671018617	8.65492078947635	8.85861514477896	8.85016725423396	8.64874831748036	8.69948887064193	8.64827792763344	8.6289910893694	8.57850547042474	8.66919782948759	8.76278766307463	8.87330550193109	8.7002871679474	8.59344041512368	8.66516593835732	8.82413298510862	8.6854541363761
"100576146"	8.94655721471203	9.16851633210434	8.85632311412701	8.87780896361582	9.22735718827726	8.96431712426337	9.30717079575326	9.09644818373905	9.10756476025374	9.0156676995916	9.16261502614166	8.93607586925067	8.98490943104547	8.97726564311343	9.04896707799817	8.69635253703671	9.04728925853452	9.11312072786152
"100576147"	8.0866973775389	8.18876692586573	8.03122662988921	8.20957707757958	8.34577990234091	8.20195264368853	8.3912903234271	8.00705344969318	8.05435703870509	8.1439139972117	8.17514012479889	8.06019412900437	8.26971137874815	8.09369847966715	8.22332633104591	7.95710151457667	8.1489994701089	8.20171101045888
"100576151"	9.35180411218906	9.32700867765384	9.46405735098649	9.40763525167752	9.33991141570931	9.25547622125155	9.15279126592843	9.43799032693913	9.55819497924067	9.44772153059522	9.38348225302891	9.38299202522636	9.35102196679343	9.30571280124781	9.32237110310566	9.57015550457168	9.54962958106642	9.49036567163797
"100576153"	7.53604430782685	7.24059384569585	7.58209865058548	7.70627620149455	7.36677955917891	7.51133762677803	7.46526473288265	7.5760432862981	7.55666851922453	7.31012936328777	7.55546063454719	7.75889154070456	7.70977176086439	7.79797420288044	7.46069365462755	7.6389332480242	7.82994317923906	7.81894729293401
"100576155"	11.0271264774214	10.7602946309717	11.0044886184415	11.0346307339195	10.9420374840636	10.9842365628495	11.0439220321462	10.9372555643573	10.9130201630979	10.8011076929372	10.9117716404465	11.1060986669957	10.9581222955439	10.9629765693452	10.9353885149038	10.8278225938513	11.0196519012934	10.9502773401092
"100576157"	8.63759911382603	8.88298705621176	8.92234587486983	8.81940441946064	8.45723728986218	8.77935364384389	8.47628277149123	8.88123395230111	8.82741056064421	8.76681778061033	8.8145116666874	8.77555483490524	8.83115149316625	8.7002871679474	8.97957313315642	8.76767550855651	8.92333200448891	8.8421355504499
"100576159"	10.2289183346118	10.7718613048109	10.3926145459895	10.4432663935307	10.6070532331549	10.4829218445204	10.2840252554038	10.68003408038	10.5478403570583	10.4222009304286	10.4990469071466	10.2531327572798	10.4094025330428	10.4220351188978	10.2683315917851	10.4641261649957	10.6753720059554	10.9614156334105
"100576161"	8.21882865359992	7.88892739164521	8.34418759356599	8.72684845606998	8.11097557344085	8.30154376329835	8.02314042420184	8.14391982273892	8.48025254839962	8.29363429335826	8.32094025626016	8.30971263846036	8.59155574734848	8.45516673437825	8.24240911616139	8.49741206062752	8.42598573574494	8.24870809019786
"100576162"	10.9809349690885	10.9972606367452	10.8335818373304	10.8047261432226	10.8815822123102	10.6515369994941	11.1739294980326	10.7957736901543	10.8478383569277	10.8186991163941	10.7380227162788	11.0468057071589	10.8665924711925	10.8024197105111	10.7658873721717	10.6506997173057	10.5506283810554	10.7395156811318
"100576163"	9.83626830820104	9.4798230909804	9.75246402932855	9.83577797619165	9.43606847175293	9.88639669462043	9.3752209657743	9.68939185987249	9.77259993360217	9.59842265522158	9.84119611215391	9.7799647865929	9.65559134996182	9.63546595640542	9.73534981670291	9.76597844173107	9.63209386579699	9.650569775068
"100576164"	8.41153228911991	8.22816180754524	8.61515069398443	8.31030597128692	8.60496962452204	8.47648690451729	8.20273884626529	8.37340704580059	8.20355641859117	8.08857249601589	8.40500548613182	8.2805884144814	8.41344152259982	8.66073423071135	8.31604292289305	8.40969941992729	8.49544737396938	8.38026591737533
"100576165"	9.22794933863151	9.0401688432717	9.22023679035148	9.14559794906601	9.04218060841877	9.23263295601171	8.97350872209491	9.3308568584396	9.16136706760013	8.93228100764233	9.030032785811	9.12204521714256	9.21281151495621	9.20794700956225	8.98230730754867	9.29615174756529	9.20716501681344	9.2471616043145
"100576169"	11.6634920811552	12.4158421024929	12.0803147428732	11.9882636586836	12.2300853623816	12.0305367816406	12.5682063849387	11.8764537491954	12.1997698514165	12.2278232643607	12.1663149929016	12.1434320462334	12.1365963191969	12.0507374285659	12.0478691107768	11.9507042483641	11.7655749874723	12.1122418814502
"100576172"	7.68670116445912	7.69565150452051	7.59628766376349	7.52606789882666	7.67720899248614	7.69045473670468	8.32374332632806	7.82186764448898	7.74715945840769	8.01477353460101	7.71668857716636	7.81913178049869	7.72340896656792	8.07813875947049	8.0703116933774	7.57452359482802	7.62716093744147	7.55040194917639
"100576174"	8.71717759397509	8.45866595403357	8.70812792928142	8.57302762196221	8.35469683921078	8.71728910896191	8.68898727215067	8.53302891703152	8.72730083936716	8.75549830182899	8.62117039609597	8.61668701035603	8.69629854623447	8.56727039979751	8.65724246188337	8.7116813799978	8.4436949706453	8.68913888589615
"100576176"	10.0437241153649	9.84091623509923	10.003698786824	9.98373324833707	9.89911795515475	9.92787782995226	9.92289179223383	10.0008857217306	10.0427621334078	9.9433326898789	9.92542752727947	10.0769449443538	10.0892401504831	9.87150953431374	9.86519821948397	10.0686271013069	9.95415909874955	10.0337283163939
"100576182"	7.81958734077845	7.5225866464807	7.50053516790434	7.81939139047348	8.05047266776225	8.13618948047148	7.74113024900979	7.7568594976214	7.88480859917102	7.88397678702094	7.75766309489997	7.65297036670519	7.8933898606494	7.69492006784296	7.6991350497857	7.74951680266641	7.80097040709472	7.80434738440138
"100576185"	10.7325986790785	11.0916935391739	10.6594101343281	10.7607400328393	10.9214518819191	10.6048445147679	10.7947811811894	10.712418297069	10.6406290367256	10.6334820227604	10.7534060567542	10.7517781497395	10.7666554825581	10.6090936902191	10.5403778891024	10.8523949880273	10.7531815006856	10.9457977689785
"100576186"	7.63170598584997	7.6444233685308	7.68432298390182	7.86174418646056	7.31364942832578	7.61263940848847	7.67245331026627	7.52236378448705	7.54505530185279	7.56864305524194	7.5840213602673	7.56972159300821	7.4390288763194	7.70565179601633	7.46986400085627	7.62091185496716	7.84416717652762	7.89618207544141
"100576187"	12.2243840938736	12.2523276347632	11.9705072920494	11.8408102169623	12.2234392279715	12.0141157700932	12.4565133189392	11.9574673647238	12.0044945394607	11.9823350551994	12.1088167776181	12.2653841987231	11.9453765098254	12.047952685481	12.1759995296078	11.9935651494766	11.8871218656104	11.7932154059812
"100576189"	8.50520428797694	8.6502674199545	8.83535448363524	8.68360656362547	8.47763499205438	8.46846985942993	8.36468752894388	8.83385625695393	8.63383781686117	8.72562058933165	8.72693494413614	8.41681130567947	8.88158349532804	8.47835393391003	8.77966187120956	8.73809833832345	8.53709019012998	8.49984368843547
"100576193"	7.5885953612891	7.59072506443215	7.66461489316417	7.66594920941709	7.63797067279711	7.72743614698636	7.60767838557602	7.53603778900069	7.65596787997363	7.54490209909388	7.60265351557048	7.70126777472188	7.86969927731112	7.74759781767979	7.63837116642273	7.57452359482802	7.54746926085281	7.66394418370288
"100576195"	10.213598522346	9.90369285230016	10.0886598056814	10.2548118916405	10.009921149297	10.3306505599022	10.014583047907	10.3368694340121	10.2653409655126	10.1875597138993	10.2962767185051	10.1884109015451	10.2015785135543	10.145455072551	10.2052902792717	10.5213120458108	10.2701641334833	10.0575302651172
"100576196"	11.0130709550697	11.2359923646856	11.1772114373277	11.173329199063	11.4429266160811	11.2808883936248	11.0094989679195	11.3239987525584	11.2808115936681	11.4046509629752	11.2436691017664	10.9475330087293	11.4454261887969	11.3871296657309	11.1031160280761	11.2689259136378	11.5338791896854	11.5646771528215
"100576215"	8.06733807801667	8.32768944992745	7.97144130395058	8.30545120689659	8.02197135175886	8.19205327388527	7.92576336217377	7.97034584651983	8.19683536826051	8.12573498460833	8.31068566777777	7.95519472150319	8.2210500412282	8.22574509182326	8.04843205097266	8.0677157314902	8.28497484733706	8.08481180344196
"100576216"	10.3402863865057	10.1498912961356	10.2438222959899	10.2159265755072	10.183794664099	10.1040542230115	10.221563999561	10.1102108448963	10.1135810992431	10.0165443037086	10.1045596572291	10.3021953525918	10.1089706512453	10.145455072551	10.1162628394653	10.2824791075686	10.2485566450203	10.2076610964512
"100576221"	10.1970747243298	10.1385379544112	10.0810421677161	10.1985765631891	10.1013983314945	10.0468433994781	10.0268272266749	10.1023931876574	10.0409902531455	9.91773909974847	10.1214374489113	10.1582559607236	10.1576954938804	10.0629263258851	9.91540674965363	10.1909081262063	10.050399702473	10.1875164672355
"100576223"	8.77821895747593	9.05074267233177	8.96145936590455	8.82601778518807	9.02060485045616	8.68345125935441	9.0322268169284	8.82418152381027	8.92071105186612	8.83926639460657	8.90015415827749	9.03216974801651	9.05703512469748	8.93274751968469	8.98775952704804	8.88334779759591	9.07247039035349	9.0295006308972
"100576226"	9.63093714126974	9.45635235329958	9.77562759403995	9.63038400216059	9.56536064648757	9.73170656346932	9.53702273473593	9.64417417798624	9.70914651478887	9.6206245308472	9.56407743250554	9.66631518688676	9.60397202574481	9.67480232733395	9.6445394922363	9.70552809074443	9.73624001596256	9.57273014632972
"100576227"	9.83359156778012	9.92275710372216	9.85321578120415	9.92002973546696	9.93512110926024	9.82106139718325	9.88449997894406	9.95165547382651	9.87577035153855	9.65328932920326	9.79450267486454	9.98858726098524	10.0295796846184	9.87361978702822	9.79640038220808	9.77313425254313	10.1353411304338	9.94339805831075
"100576230"	7.71975956980904	7.60167628306824	7.5892162174815	7.56275794524008	7.82869519176441	7.7053917005376	7.74113024900979	7.58905627981688	7.84068588629517	7.84319109663455	7.69138054256292	7.56304752606273	7.52357015168223	7.45492369143621	7.67673144716337	7.65666722908764	7.51954357068998	7.67221456240612
"100576233"	9.15410242575794	9.42712608668227	9.17548973791798	9.27079202791074	9.19175202329847	9.37903542020782	8.92111875987525	9.22946742811541	9.05516763747783	9.24747118844498	9.17901569708249	8.92243971778047	9.114020777584	9.23469109550129	8.99860005931471	9.34768567606421	9.42373752622363	9.51293803926735
"100576234"	11.9167615255546	11.9176284641431	11.6396259078192	11.8122645270055	11.8818908164196	11.9178269741112	11.6496321854389	12.1670208229169	11.9701410896648	12.0175685117817	12.0200836022154	11.7555705934785	12.04475436012	11.9479311822518	12.1425498820633	11.9157950725716	11.783995010403	11.7545009678995
"100576242"	10.6757004019022	10.5491464002781	10.7060299544254	10.7066414938941	10.8962084359069	10.8821395164398	10.4545641981443	10.6522558191082	10.8397329948043	10.6715452332818	10.7950993510942	10.3107824951002	10.682619438259	10.7496215253584	10.4732337326293	10.8261123703909	11.0866586121945	11.1748250085347
"100576247"	13.8865156031196	14.0682981010644	13.5782120333494	14.0496745771797	13.9803698154714	14.0643666605923	13.9593789770233	13.2971205809319	13.666837249094	13.6614483890057	14.1002643400191	14.0662939034404	13.7924201578355	13.9816279174879	13.8565524623933	13.6152430159965	13.322993195933	13.8277585065728
"100576249"	11.0701856685078	11.0159424626058	11.0912808534032	10.888086013221	11.3370993021502	11.4300134993595	11.7226491035499	10.9643858208842	11.1729154467047	11.0397614327702	11.0869076495517	11.1178650556078	11.3115945557242	11.3347531139392	11.4128786767107	10.9403821526936	11.339214323701	11.3306281323727
"100576251"	12.271593061523	13.0619490857035	12.1344607358515	12.2250396676263	12.8105670674417	12.462920210233	12.5811198472675	12.3183696302195	12.4572113305842	12.5354309581401	12.5426529263363	12.3610213376388	12.6361113157442	12.6057631891992	12.6699015691074	12.1167430261883	12.6393428957285	12.225483212207
"100576258"	7.5283227439486	7.71550987090704	7.89234989275544	7.49769598268442	7.33525220802343	7.48443592749673	7.41648237103833	7.65190421754027	7.63466140571343	7.80572153103261	7.51615953944101	7.20616894594181	7.40316812996048	7.65094376503111	7.60670134910017	7.55540042442085	7.46137328598743	7.47408823560874
"100576261"	9.78036392932185	9.5796695998791	9.6380875237504	9.65978838466111	9.67190981469425	9.65867529173983	9.61690525636453	9.68677146672834	9.75103764548501	9.59468831984107	9.65613384589652	9.75870587374674	9.70386953361223	9.65034508411865	9.48976058131067	9.66182254053194	9.58473490765067	9.7049378317675
"100576263"	8.55304147604917	8.35142565224503	8.41458428452658	8.75840205321955	8.38543728759351	8.49632074611545	8.83860474830216	8.47146347119469	8.2235107742635	8.58882743843711	8.25816313823264	8.42343042066827	8.38195097871394	8.40146314217524	8.34261528306276	8.44734031571154	8.38064527958093	8.65183310849968
"100576265"	8.38132355406736	8.52218209528969	8.43250124298395	8.39474335044668	8.69400387192178	8.34199115523886	8.58683461153103	8.55688247660886	8.4417253765255	8.4249565665882	8.47497492897349	8.44633995183863	8.45555069152295	8.23960878807895	8.33381774987588	8.70786533668945	8.56949614225607	8.76429956740273
"100576266"	10.9560469766561	10.8700214920891	10.8718177833887	10.6703082593579	10.9539693815149	10.7058000549676	11.1824354352499	10.6917766301453	10.7034196598227	10.774037117321	10.8440933874706	10.9469832944628	10.8556729377448	10.8849369649439	10.861537323607	10.909226179718	10.8033572202505	10.8587181637056
"100576270"	8.20577808283753	7.83687422106664	7.85920197166462	7.91597343777662	7.69252868281313	7.39926009837504	7.7111171293513	8.0338847489916	8.26890224506825	8.11100123262918	7.51615953944101	7.57635477783365	7.5396923704971	8.23269559968262	8.2565380908781	7.90848676276767	7.81554592331002	7.84761607322591
"100576271"	8.17031189987697	8.4033118264042	8.23299762837312	8.16154123006455	8.42814325375408	8.72727849142431	8.73391993961629	9.01432504677188	8.89297829993919	8.54970431537913	7.87259503214864	7.76449842822024	8.85659865699055	9.12091782765016	9.32451084818828	7.99067677602396	7.97783217811751	7.88250604376145
"100576272"	9.33666812647014	9.32123234867807	9.57413669428156	9.55995753434952	9.39506420510133	9.61192768675679	9.47849631394681	9.3308568584396	9.55070918347875	9.45461863970079	9.48105359086019	9.46436503221225	9.48404069255852	9.59244097629843	9.36455996288558	9.6404347867362	9.61711031771045	9.49655757677778
"100576274"	8.91346529900878	8.70100173526279	8.85892184595185	8.87462852209849	8.72804338460087	8.82025145913474	8.70990995957492	8.81443809591297	8.72730083936716	8.57591255317453	8.64539720261269	8.96738009952517	8.87607036569618	8.79441647143683	8.59344041512368	8.75296702564478	8.72435585737386	8.77124634841871
"100576277"	12.1294060373084	12.9068112636423	12.2338371809086	12.8853526685267	12.1136490934898	12.1966093475652	11.6060559566006	12.8990804001348	12.5218749704122	12.7652741374728	12.5846750262486	12.2158749250702	12.7510911400526	12.8348976022896	12.8619942487332	12.8805328389661	12.2011523741459	12.5490363257722
"100576279"	8.82020929904229	8.93738942927964	8.76768209250862	9.06194211755517	8.75467552592221	8.55787891214072	8.46387621371012	9.1201696373575	9.04085545917724	9.00052901822161	8.97135579386486	8.54028327118027	9.10935995623276	9.04716362025662	9.23627352941148	9.25557938970216	8.9778195236806	8.44802532073416
"100576283"	7.84326786981659	7.83687422106664	7.50053516790434	7.82655624101373	7.38724944191616	7.7419002029499	7.37568890312052	7.66405794543666	7.65596787997363	7.93628765482727	7.82035247217613	7.70716248354536	7.54766315134699	7.65094376503111	7.73552082834078	7.6389332480242	7.95225304456659	7.95587696539921
