"Phero_genes"	"Food_genes"	"interxn_genes"	"allDEG"	"Food_down"	"Food_up"	"EBO_down"	"EBO_up"	"BP_up"	"BP_down"	"background"
"552293"	"412036"		"552293"							"100576948"
"552377"	"408725"		"552377"							"100576949"
"408904"	"100578201"		"408904"							"100576951"
"408875"	"412546"		"408875"							"100576953"
"409368"	"411976"		"409368"							"100576956"
"411533"	"727479"		"411533"							"100576957"
"724847"	"412169"		"724847"							"100576958"
"413371"	"552402"		"413371"							"100576960"
"550886"	"411167"		"550886"							"100576961"
"550785"	"726373"		"550785"							"100576963"
"406086"	"406151"		"406086"							"100576964"
"726432"	"409942"		"726432"							"100576965"
"100578694"	"413504"		"100578694"							"100576966"
"725244"	"726445"		"725244"							"100576967"
"413625"	"551513"		"413625"							"100576968"
"102654640"	"413024"		"102654640"							"100576972"
"551512"	"552095"		"551512"							"100576974"
"413805"	"725754"		"413805"							"100576975"
"725803"	"102655244"		"725803"							"100576976"
"726180"	"410216"		"726180"							"100576982"
"724831"	"410467"		"724831"							"100576983"
"102653993"	"409105"		"102653993"							"100576984"
"725230"	"100577214"		"725230"							"100576985"
"411614"	"102656585"		"411614"							"100576986"
"726720"	"100576938"		"726720"							"100576989"
"102655054"	"725480"		"102655054"							"100576990"
"725903"	"406153"		"725903"							"100576992"
"724275"	"725941"		"724275"							"100576993"
	"408922"		"107964975"							"100576994"
	"100578563"		"406090"							"100576996"
	"552139"		"406116"							"100577000"
	"413407"		"406149"							"100577002"
	"411420"		"406114"							"100577003"
	"724591"		"113218518"							"100577004"
	"411361"		"552829"							"100577014"
	"724546"		"409619"							"100577015"
	"552573"		"724239"							"100577017"
	"408714"		"551560"							"100577019"
	"551930"		"406133"							"100577020"
	"726710"		"677673"							"100577024"
	"410905"		"677671"							"100577026"
	"408969"		"100576555"							"100577027"
	"408818"		"102654366"							"100577028"
	"410352"		"726629"							"100577030"
	"409924"		"552478"							"100577031"
	"410066"		"411978"							"100577033"
	"413370"		"107965814"							"100577039"
	"726742"		"725202"							"100577041"
	"411955"		"100576839"							"100577043"
	"411201"		"413112"							"100577044"
	"411577"		"551935"							"100577045"
	"724831"		"727110"							"100577046"
	"550655"		"725305"							"100577047"
	"726223"		"107963970"							"100577050"
	"552417"		"726864"							"100577053"
	"410706"		"408603"							"100577054"
	"727639"		"113219195"							"100577057"
	"412074"		"406093"							"100577060"
	"724160"		"677677"							"100577064"
	"100576471"		"724838"							"100577065"
	"409673"		"551719"							"100577068"
	"551250"		"100577725"							"100577069"
	"411229"		"726803"							"100577071"
	"107964089"		"102655131"							"100577073"
	"410692"		"725114"							"100577080"
	"411805"		"100576949"							"100577081"
	"107965657"		"552418"							"100577082"
	"408579"		"406131"							"100577091"
	"410638"		"552523"							"100577092"
	"412810"		"409306"							"100577094"
	"410229"		"677665"							"100577098"
	"408914"		"727028"							"100577101"
	"551409"		"726371"							"100577102"
	"411729"		"552391"							"100577106"
	"724344"		"413264"							"100577107"
	"100578542"		"551401"							"100577110"
	"411935"		"100577712"							"100577112"
	"409781"		"410603"							"100577113"
	"408452"		"552251"							"100577118"
	"726997"		"100577894"							"100577120"
	"100576247"		"409469"							"100577121"
	"406096"		"406081"							"100577122"
	"414037"		"100576742"							"100577127"
	"412808"		"412763"							"100577128"
	"100576249"		"102656186"							"100577132"
	"409851"		"726421"							"100577135"
	"100577743"		"100576414"							"100577136"
	"100578011"		"551587"							"100577138"
	"551053"		"410734"							"100577139"
	"724915"		"410484"							"100577140"
	"409807"		"410824"							"100577142"
	"725164"		"100578442"							"100577145"
	"413676"		"100576745"							"100577146"
	"724126"		"727546"							"100577147"
	"408828"		"725832"							"100577149"
	"726392"		"100577805"							"100577150"
	"102655905"		"100578084"							"100577151"
	"112939925"		"724208"							"100577155"
	"724619"		"724654"							"100577156"
	"725924"		"113219221"							"100577159"
	"408646"		"726286"							"100577161"
	"552154"		"724777"							"100577163"
	"100577030"		"724421"							"100577165"
	"412484"		"410828"							"100577168"
	"725988"		"100577918"							"100577174"
	"725668"		"552546"							"100577178"
	"725660"		"100576895"							"100577180"
	"100576758"		"551496"							"100577181"
	"726412"		"552277"							"100577188"
	"100576961"		"100576326"							"100577189"
	"100577541"		"552005"							"100577192"
	"726370"		"552832"							"100577194"
	"408807"		"107965562"							"100577196"
	"100577772"		"726165"							"100577197"
			"406065"							"100577198"
			"725462"							"100577202"
			"410399"							"100577209"
			"100578263"							"100577213"
			"551582"							"100577214"
			"410960"							"100577220"
			"552459"							"100577221"
			"552561"							"100577222"
			"413560"							"100577224"
			"725154"							"100577226"
			"113218532"							"100577228"
			"100576773"							"100577229"
			"100577112"							"100577231"
			"727037"							"100577235"
			"100576270"							"100577237"
			"100578524"							"100577239"
			"100577017"							"100577242"
			"411609"							"100577250"
			"408444"							"100577252"
			"550677"							"100577253"
			"552512"							"100577254"
			"107964024"							"100577255"
			"411387"							"100577263"
			"412788"							"100577268"
			"724776"							"100577269"
			"113218956"							"100577272"
			"408453"							"100577273"
			"102656088"							"100577279"
			"409095"							"100577280"
			"412827"							"100577283"
			"551579"							"100577285"
			"410751"							"100577288"
			"726970"							"100577293"
			"410228"							"100577295"
			"552728"							"100577296"
			"726247"							"100577300"
			"725776"							"100577302"
			"410583"							"100577308"
			"411846"							"100577309"
			"726733"							"100577320"
			"725500"							"100577322"
			"412663"							"100577324"
			"724378"							"100577325"
			"410492"							"100577327"
			"408390"							"100577331"
			"413749"							"100577332"
			"409025"							"100577334"
			"411159"							"100577335"
			"726361"							"100577341"
			"100578929"							"100577342"
			"408864"							"100577343"
			"726205"							"100577344"
			"100576681"							"100577346"
			"102656008"							"100577347"
			"408525"							"100577348"
			"726126"							"100577351"
			"411452"							"100577358"
			"100578816"							"100577359"
			"100577699"							"100577362"
			"408985"							"100577363"
			"726814"							"100577364"
			"411253"							"100577365"
			"552738"							"100577367"
			"413000"							"100577369"
			"551232"							"100577371"
			"552446"							"100577376"
			"725606"							"100577377"
			"726611"							"100577378"
			"725688"							"100577382"
			"100578249"							"100577385"
			"552419"							"100577386"
			"409861"							"100577387"
			"411303"							"100577393"
			"408732"							"100577394"
			"552766"							"100577396"
			"725288"							"100577397"
			"100578770"							"100577401"
			"552318"							"100577408"
			"725074"							"100577409"
			"551678"							"100577410"
			"725245"							"100577418"
			"410743"							"100577423"
			"552780"							"100577425"
			"551125"							"100577430"
			"100577053"							"100577436"
			"102656661"							"100577440"
			"107965225"							"100577441"
			"408965"							"100577446"
			"552811"							"100577449"
			"100577980"							"100577450"
			"552028"							"100577451"
			"413186"							"100577452"
			"725414"							"100577453"
			"726818"							"100577454"
			"100576855"							"100577455"
			"551553"							"100577456"
			"410624"							"100577464"
			"724756"							"100577466"
			"409124"							"100577472"
			"100578113"							"100577481"
			"552295"							"100577482"
			"552799"							"100577488"
			"413997"							"100577489"
			"551005"							"100577491"
			"411100"							"100577492"
			"100578467"							"100577493"
			"102655243"							"100577496"
			"412602"							"100577497"
			"413867"							"100577498"
			"725483"							"100577499"
			"113218716"							"100577501"
			"552493"							"100577504"
			"551559"							"100577506"
			"552503"							"100577507"
			"100576924"							"100577513"
			"724188"							"100577515"
			"409802"							"100577516"
			"726886"							"100577517"
			"100577213"							"100577519"
			"413763"							"100577520"
			"410059"							"100577521"
			"552602"							"100577522"
			"408353"							"100577525"
			"726683"							"100577527"
			"100578311"							"100577530"
			"551710"							"100577533"
			"726318"							"100577537"
			"724330"							"100577541"
			"726586"							"100577543"
			"100576151"							"100577544"
			"552741"							"100577546"
			"725274"							"100577548"
			"411699"							"100577551"
			"550956"							"100577552"
			"725817"							"100577553"
			"552778"							"100577561"
			"550659"							"100577562"
			"100576646"							"100577569"
			"551552"							"100577573"
			"413720"							"100577574"
			"552235"							"100577575"
			"552064"							"100577576"
			"413672"							"100577578"
			"724536"							"100577579"
			"409485"							"100577580"
			"551658"							"100577582"
			"411362"							"100577584"
			"725938"							"100577585"
			"410383"							"100577587"
			"412574"							"100577590"
			"100576600"							"100577594"
			"726307"							"100577596"
			"413065"							"100577598"
			"725388"							"100577600"
			"412036"							"100577602"
			"408725"							"100577603"
			"100578201"							"100577605"
			"412546"							"100577606"
			"411976"							"100577607"
			"727479"							"100577610"
			"412169"							"100577614"
			"552402"							"100577620"
			"411167"							"100577623"
			"726373"							"100577629"
			"406151"							"100577632"
			"409942"							"100577634"
			"413504"							"100577635"
			"726445"							"100577636"
			"551513"							"100577638"
			"413024"							"100577640"
			"552095"							"100577641"
			"102655244"							"100577644"
			"410216"							"100577648"
			"410467"							"100577649"
			"409105"							"100577651"
			"100577214"							"100577655"
			"102656585"							"100577656"
			"100576938"							"100577661"
			"725480"							"100577667"
			"406153"							"100577669"
			"725941"							"100577670"
			"408922"							"100577671"
			"100578563"							"100577672"
			"552139"							"100577673"
			"413407"							"100577675"
			"411420"							"100577676"
			"724591"							"100577678"
			"411361"							"100577679"
			"724546"							"100577680"
			"552573"							"100577681"
			"408714"							"100577682"
			"551930"							"100577683"
			"726710"							"100577687"
			"410905"							"100577689"
			"408969"							"100577690"
			"408818"							"100577692"
			"410352"							"100577693"
			"409924"							"100577694"
			"410066"							"100577696"
			"413370"							"100577697"
			"726742"							"100577699"
			"411955"							"100577702"
			"411201"							"100577707"
			"411577"							"100577711"
			"550655"							"100577712"
			"726223"							"100577714"
			"410706"							"100577715"
			"727639"							"100577717"
			"412074"							"100577719"
			"724160"							"100577722"
			"100576471"							"100577724"
			"409673"							"100577725"
			"551250"							"100577727"
			"411229"							"100577735"
			"107964089"							"100577739"
			"410692"							"100577742"
			"411805"							"100577743"
			"107965657"							"100577746"
			"408579"							"100577748"
			"410638"							"100577749"
			"410229"							"100577751"
			"408914"							"100577752"
			"551409"							"100577753"
			"411729"							"100577754"
			"724344"							"100577755"
			"100578542"							"100577756"
			"411935"							"100577758"
			"408452"							"100577759"
			"726997"							"100577763"
			"100576247"							"100577764"
			"406096"							"100577766"
			"414037"							"100577769"
			"412808"							"100577771"
			"409851"							"100577772"
			"100577743"							"100577777"
			"100578011"							"100577778"
			"724915"							"100577783"
			"409807"							"100577784"
			"725164"							"100577786"
			"413676"							"100577787"
			"724126"							"100577788"
			"408828"							"100577795"
			"726392"							"100577797"
			"102655905"							"100577798"
			"112939925"							"100577801"
			"724619"							"100577803"
			"725924"							"100577805"
			"408646"							"100577809"
			"552154"							"100577810"
			"100577030"							"100577813"
			"412484"							"100577815"
			"725988"							"100577816"
			"725668"							"100577817"
			"725660"							"100577819"
			"100576758"							"100577823"
			"726412"							"100577825"
			"100576961"							"100577827"
			"100577541"							"100577829"
			"726370"							"100577833"
			"408807"							"100577836"
			"113219298"							"100577839"
			"408830"							"100577840"
			"107964589"							"100577841"
			"411132"							"100577844"
			"413936"							"100577845"
			"725273"							"100577846"
			"100577598"							"100577847"
			"413097"							"100577849"
			"552518"							"100577856"
			"412888"							"100577867"
			"408821"							"100577870"
			"410272"							"100577872"
			"100579049"							"100577875"
			"551908"							"100577876"
			"551268"							"100577877"
			"107964212"							"100577879"
			"551898"							"100577882"
			"725799"							"100577883"
			"551214"							"100577885"
			"409227"							"100577886"
			"410083"							"100577889"
			"413356"							"100577894"
			"726431"							"100577895"
			"551531"							"100577896"
			"412667"							"100577899"
			"409703"							"100577901"
			"724795"							"100577902"
			"724251"							"100577903"
			"552070"							"100577905"
			"551379"							"100577908"
			"107964133"							"100577909"
			"102655238"							"100577912"
			"408670"							"100577913"
			"724145"							"100577915"
			"113219416"							"100577918"
			"725334"							"100577919"
			"100577456"							"100577920"
			"724120"							"100577923"
			"408329"							"100577927"
			"100578665"							"100577931"
			"410975"							"100577932"
			"409697"							"100577936"
			"413350"							"100577938"
			"413583"							"100577939"
			"725775"							"100577941"
			"409045"							"100577942"
			"411301"							"100577943"
			"102653658"							"100577949"
										"100577955"
										"100577958"
										"100577959"
										"100577963"
										"100577966"
										"100577967"
										"100577972"
										"100577974"
										"100577976"
										"100577977"
										"100577979"
										"100577980"
										"100577981"
										"100577982"
										"100577986"
										"100577988"
										"100577992"
										"100577995"
										"100577996"
										"100577997"
										"100577998"
										"100578002"
										"100578005"
										"100578006"
										"100578011"
										"100578013"
										"100578014"
										"100578015"
										"100578017"
										"100578020"
										"100578023"
										"100578025"
										"100578030"
										"100578031"
										"100578035"
										"100578040"
										"100578041"
										"100578044"
										"100578045"
										"100578046"
										"100578047"
										"100578051"
										"100578055"
										"100578059"
										"100578060"
										"100578061"
										"100578066"
										"100578067"
										"100578068"
										"100578071"
										"100578072"
										"100578083"
										"100578084"
										"100578085"
										"100578089"
										"100578090"
										"100578091"
										"100578093"
										"100578100"
										"100578105"
										"100578106"
										"100578107"
										"100578109"
										"100578112"
										"100578113"
										"100578119"
										"100578121"
										"100578123"
										"100578126"
										"100578127"
										"100578129"
										"100578130"
										"100578132"
										"100578133"
										"100578137"
										"100578142"
										"100578144"
										"100578146"
										"100578151"
										"100578156"
										"100578157"
										"100578159"
										"100578161"
										"100578162"
										"100578165"
										"100578168"
										"100578170"
										"100578177"
										"100578184"
										"100578188"
										"100578189"
										"100578191"
										"100578193"
										"100578200"
										"100578201"
										"100578205"
										"100578207"
										"100578209"
										"100578210"
										"100578212"
										"100578213"
										"100578215"
										"100578218"
										"100578220"
										"100578223"
										"100578226"
										"100578227"
										"100578230"
										"100578232"
										"100578233"
										"100578235"
										"100578236"
										"100578237"
										"100578238"
										"100578239"
										"100578243"
										"100578245"
										"100578246"
										"100578247"
										"100578248"
										"100578249"
										"100578252"
										"100578253"
										"100578255"
										"100578257"
										"100578259"
										"100578260"
										"100578262"
										"100578263"
										"100578266"
										"100578269"
										"100578271"
										"100578276"
										"100578277"
										"100578281"
										"100578286"
										"100578289"
										"100578296"
										"100578298"
										"100578300"
										"100578307"
										"100578309"
										"100578311"
										"100578314"
										"100578316"
										"100578321"
										"100578323"
										"100578329"
										"100578330"
										"100578332"
										"100578334"
										"100578337"
										"100578339"
										"100578341"
										"100578345"
										"100578346"
										"100578349"
										"100578352"
										"100578355"
										"100578356"
										"100578360"
										"100578363"
										"100578368"
										"100578370"
										"100578380"
										"100578382"
										"100578386"
										"100578388"
										"100578389"
										"100578397"
										"100578399"
										"100578400"
										"100578402"
										"100578404"
										"100578406"
										"100578412"
										"100578413"
										"100578417"
										"100578418"
										"100578420"
										"100578421"
										"100578423"
										"100578424"
										"100578428"
										"100578429"
										"100578433"
										"100578434"
										"100578437"
										"100578439"
