,Phero_genes,Food_genes,interxn_genes,allDEG,Food_down,Food_up,EBO_down,EBO_up,BP_up,BP_down,background
1440,,,,,,,,,,,102654653
1441,,,,,,,,,,,102654660
1442,,,,,,,,,,,102654676
1443,,,,,,,,,,,102654681
1444,,,,,,,,,,,102654682
1445,,,,,,,,,,,102654683
1446,,,,,,,,,,,102654685
1447,,,,,,,,,,,102654691
1448,,,,,,,,,,,102654696
1449,,,,,,,,,,,102654708
1450,,,,,,,,,,,102654712
1451,,,,,,,,,,,102654715
1452,,,,,,,,,,,102654726
1453,,,,,,,,,,,102654729
1454,,,,,,,,,,,102654736
1455,,,,,,,,,,,102654737
1456,,,,,,,,,,,102654740
1457,,,,,,,,,,,102654746
1458,,,,,,,,,,,102654758
1459,,,,,,,,,,,102654763
1460,,,,,,,,,,,102654766
1461,,,,,,,,,,,102654768
1462,,,,,,,,,,,102654773
1463,,,,,,,,,,,102654776
1464,,,,,,,,,,,102654777
1465,,,,,,,,,,,102654783
1466,,,,,,,,,,,102654791
1467,,,,,,,,,,,102654795
1468,,,,,,,,,,,102654799
1469,,,,,,,,,,,102654800
1470,,,,,,,,,,,102654804
1471,,,,,,,,,,,102654839
1472,,,,,,,,,,,102654841
1473,,,,,,,,,,,102654858
1474,,,,,,,,,,,102654860
1475,,,,,,,,,,,102654867
1476,,,,,,,,,,,102654871
1477,,,,,,,,,,,102654874
1478,,,,,,,,,,,102654878
1479,,,,,,,,,,,102654889
1480,,,,,,,,,,,102654890
1481,,,,,,,,,,,102654894
1482,,,,,,,,,,,102654897
1483,,,,,,,,,,,102654905
1484,,,,,,,,,,,102654906
1485,,,,,,,,,,,102654911
1486,,,,,,,,,,,102654919
1487,,,,,,,,,,,102654920
1488,,,,,,,,,,,102654925
1489,,,,,,,,,,,102654930
1490,,,,,,,,,,,102654936
1491,,,,,,,,,,,102654949
1492,,,,,,,,,,,102654952
1493,,,,,,,,,,,102654955
1494,,,,,,,,,,,102654959
1495,,,,,,,,,,,102654964
1496,,,,,,,,,,,102654965
1497,,,,,,,,,,,102654968
1498,,,,,,,,,,,102654970
1499,,,,,,,,,,,102654975
1500,,,,,,,,,,,102654986
1501,,,,,,,,,,,102654987
1502,,,,,,,,,,,102654993
1503,,,,,,,,,,,102654994
1504,,,,,,,,,,,102655008
1505,,,,,,,,,,,102655009
1506,,,,,,,,,,,102655030
1507,,,,,,,,,,,102655034
1508,,,,,,,,,,,102655047
1509,,,,,,,,,,,102655050
1510,,,,,,,,,,,102655054
1511,,,,,,,,,,,102655057
1512,,,,,,,,,,,102655058
1513,,,,,,,,,,,102655072
1514,,,,,,,,,,,102655073
1515,,,,,,,,,,,102655078
1516,,,,,,,,,,,102655090
1517,,,,,,,,,,,102655092
1518,,,,,,,,,,,102655097
1519,,,,,,,,,,,102655100
1520,,,,,,,,,,,102655102
1521,,,,,,,,,,,102655107
1522,,,,,,,,,,,102655111
1523,,,,,,,,,,,102655112
1524,,,,,,,,,,,102655120
1525,,,,,,,,,,,102655124
1526,,,,,,,,,,,102655126
1527,,,,,,,,,,,102655127
1528,,,,,,,,,,,102655130
1529,,,,,,,,,,,102655131
1530,,,,,,,,,,,102655134
1531,,,,,,,,,,,102655138
1532,,,,,,,,,,,102655139
1533,,,,,,,,,,,102655141
1534,,,,,,,,,,,102655147
1535,,,,,,,,,,,102655148
1536,,,,,,,,,,,102655153
1537,,,,,,,,,,,102655156
1538,,,,,,,,,,,102655168
1539,,,,,,,,,,,102655180
1540,,,,,,,,,,,102655185
1541,,,,,,,,,,,102655188
1542,,,,,,,,,,,102655189
1543,,,,,,,,,,,102655202
1544,,,,,,,,,,,102655203
1545,,,,,,,,,,,102655213
1546,,,,,,,,,,,102655217
1547,,,,,,,,,,,102655218
1548,,,,,,,,,,,102655219
1549,,,,,,,,,,,102655220
1550,,,,,,,,,,,102655228
1551,,,,,,,,,,,102655229
1552,,,,,,,,,,,102655238
1553,,,,,,,,,,,102655240
1554,,,,,,,,,,,102655243
1555,,,,,,,,,,,102655244
1556,,,,,,,,,,,102655247
1557,,,,,,,,,,,102655249
1558,,,,,,,,,,,102655259
1559,,,,,,,,,,,102655263
1560,,,,,,,,,,,102655268
1561,,,,,,,,,,,102655272
1562,,,,,,,,,,,102655282
1563,,,,,,,,,,,102655284
1564,,,,,,,,,,,102655287
1565,,,,,,,,,,,102655306
1566,,,,,,,,,,,102655319
1567,,,,,,,,,,,102655329
1568,,,,,,,,,,,102655332
1569,,,,,,,,,,,102655352
1570,,,,,,,,,,,102655353
1571,,,,,,,,,,,102655356
1572,,,,,,,,,,,102655357
1573,,,,,,,,,,,102655367
1574,,,,,,,,,,,102655388
1575,,,,,,,,,,,102655391
1576,,,,,,,,,,,102655392
1577,,,,,,,,,,,102655399
1578,,,,,,,,,,,102655407
1579,,,,,,,,,,,102655411
1580,,,,,,,,,,,102655420
1581,,,,,,,,,,,102655422
1582,,,,,,,,,,,102655429
1583,,,,,,,,,,,102655434
1584,,,,,,,,,,,102655435
1585,,,,,,,,,,,102655436
1586,,,,,,,,,,,102655440
1587,,,,,,,,,,,102655446
1588,,,,,,,,,,,102655449
1589,,,,,,,,,,,102655452
1590,,,,,,,,,,,102655457
1591,,,,,,,,,,,102655461
1592,,,,,,,,,,,102655463
1593,,,,,,,,,,,102655466
1594,,,,,,,,,,,102655469
1595,,,,,,,,,,,102655470
1596,,,,,,,,,,,102655476
1597,,,,,,,,,,,102655479
1598,,,,,,,,,,,102655493
1599,,,,,,,,,,,102655503
1600,,,,,,,,,,,102655512
1601,,,,,,,,,,,102655520
1602,,,,,,,,,,,102655521
1603,,,,,,,,,,,102655523
1604,,,,,,,,,,,102655530
1605,,,,,,,,,,,102655538
1606,,,,,,,,,,,102655540
1607,,,,,,,,,,,102655553
1608,,,,,,,,,,,102655559
1609,,,,,,,,,,,102655563
1610,,,,,,,,,,,102655564
1611,,,,,,,,,,,102655585
1612,,,,,,,,,,,102655592
1613,,,,,,,,,,,102655603
1614,,,,,,,,,,,102655612
1615,,,,,,,,,,,102655617
1616,,,,,,,,,,,102655618
1617,,,,,,,,,,,102655622
1618,,,,,,,,,,,102655631
1619,,,,,,,,,,,102655636
1620,,,,,,,,,,,102655639
1621,,,,,,,,,,,102655648
1622,,,,,,,,,,,102655654
1623,,,,,,,,,,,102655661
1624,,,,,,,,,,,102655663
1625,,,,,,,,,,,102655670
1626,,,,,,,,,,,102655673
1627,,,,,,,,,,,102655679
1628,,,,,,,,,,,102655688
1629,,,,,,,,,,,102655689
1630,,,,,,,,,,,102655690
1631,,,,,,,,,,,102655706
1632,,,,,,,,,,,102655709
1633,,,,,,,,,,,102655710
1634,,,,,,,,,,,102655712
1635,,,,,,,,,,,102655737
1636,,,,,,,,,,,102655740
1637,,,,,,,,,,,102655754
1638,,,,,,,,,,,102655756
1639,,,,,,,,,,,102655762
1640,,,,,,,,,,,102655764
1641,,,,,,,,,,,102655765
1642,,,,,,,,,,,102655778
1643,,,,,,,,,,,102655788
1644,,,,,,,,,,,102655796
1645,,,,,,,,,,,102655798
1646,,,,,,,,,,,102655810
1647,,,,,,,,,,,102655811
1648,,,,,,,,,,,102655814
1649,,,,,,,,,,,102655815
1650,,,,,,,,,,,102655819
1651,,,,,,,,,,,102655824
1652,,,,,,,,,,,102655825
1653,,,,,,,,,,,102655836
1654,,,,,,,,,,,102655838
1655,,,,,,,,,,,102655841
1656,,,,,,,,,,,102655844
1657,,,,,,,,,,,102655857
1658,,,,,,,,,,,102655858
1659,,,,,,,,,,,102655859
1660,,,,,,,,,,,102655877
1661,,,,,,,,,,,102655879
1662,,,,,,,,,,,102655889
1663,,,,,,,,,,,102655896
1664,,,,,,,,,,,102655897
1665,,,,,,,,,,,102655898
1666,,,,,,,,,,,102655899
1667,,,,,,,,,,,102655904
1668,,,,,,,,,,,102655905
1669,,,,,,,,,,,102655924
1670,,,,,,,,,,,102655928
1671,,,,,,,,,,,102655942
1672,,,,,,,,,,,102655945
1673,,,,,,,,,,,102655948
1674,,,,,,,,,,,102655950
1675,,,,,,,,,,,102655953
1676,,,,,,,,,,,102655971
1677,,,,,,,,,,,102655979
1678,,,,,,,,,,,102655980
1679,,,,,,,,,,,102655983
1680,,,,,,,,,,,102655994
1681,,,,,,,,,,,102656006
1682,,,,,,,,,,,102656008
1683,,,,,,,,,,,102656021
1684,,,,,,,,,,,102656027
1685,,,,,,,,,,,102656029
1686,,,,,,,,,,,102656037
1687,,,,,,,,,,,102656055
1688,,,,,,,,,,,102656070
1689,,,,,,,,,,,102656074
1690,,,,,,,,,,,102656082
1691,,,,,,,,,,,102656085
1692,,,,,,,,,,,102656088
1693,,,,,,,,,,,102656093
1694,,,,,,,,,,,102656107
1695,,,,,,,,,,,102656116
1696,,,,,,,,,,,102656131
1697,,,,,,,,,,,102656132
1698,,,,,,,,,,,102656134
1699,,,,,,,,,,,102656136
1700,,,,,,,,,,,102656137
1701,,,,,,,,,,,102656142
1702,,,,,,,,,,,102656143
1703,,,,,,,,,,,102656154
1704,,,,,,,,,,,102656160
1705,,,,,,,,,,,102656166
1706,,,,,,,,,,,102656170
1707,,,,,,,,,,,102656183
1708,,,,,,,,,,,102656186
1709,,,,,,,,,,,102656190
1710,,,,,,,,,,,102656197
1711,,,,,,,,,,,102656198
1712,,,,,,,,,,,102656199
1713,,,,,,,,,,,102656215
1714,,,,,,,,,,,102656216
1715,,,,,,,,,,,102656221
1716,,,,,,,,,,,102656224
1717,,,,,,,,,,,102656231
1718,,,,,,,,,,,102656244
1719,,,,,,,,,,,102656245
1720,,,,,,,,,,,102656247
1721,,,,,,,,,,,102656248
1722,,,,,,,,,,,102656249
1723,,,,,,,,,,,102656258
1724,,,,,,,,,,,102656263
1725,,,,,,,,,,,102656271
1726,,,,,,,,,,,102656283
1727,,,,,,,,,,,102656287
1728,,,,,,,,,,,102656291
1729,,,,,,,,,,,102656294
1730,,,,,,,,,,,102656311
1731,,,,,,,,,,,102656321
1732,,,,,,,,,,,102656326
1733,,,,,,,,,,,102656334
1734,,,,,,,,,,,102656337
1735,,,,,,,,,,,102656354
1736,,,,,,,,,,,102656356
1737,,,,,,,,,,,102656360
1738,,,,,,,,,,,102656369
1739,,,,,,,,,,,102656384
1740,,,,,,,,,,,102656395
1741,,,,,,,,,,,102656397
1742,,,,,,,,,,,102656398
1743,,,,,,,,,,,102656403
1744,,,,,,,,,,,102656425
1745,,,,,,,,,,,102656429
1746,,,,,,,,,,,102656433
1747,,,,,,,,,,,102656439
1748,,,,,,,,,,,102656442
1749,,,,,,,,,,,102656444
1750,,,,,,,,,,,102656448
1751,,,,,,,,,,,102656452
1752,,,,,,,,,,,102656461
1753,,,,,,,,,,,102656464
1754,,,,,,,,,,,102656465
1755,,,,,,,,,,,102656473
1756,,,,,,,,,,,102656479
1757,,,,,,,,,,,102656485
1758,,,,,,,,,,,102656489
1759,,,,,,,,,,,102656490
1760,,,,,,,,,,,102656491
1761,,,,,,,,,,,102656492
1762,,,,,,,,,,,102656497
1763,,,,,,,,,,,102656501
1764,,,,,,,,,,,102656504
1765,,,,,,,,,,,102656505
1766,,,,,,,,,,,102656529
1767,,,,,,,,,,,102656541
1768,,,,,,,,,,,102656548
1769,,,,,,,,,,,102656552
1770,,,,,,,,,,,102656554
1771,,,,,,,,,,,102656560
1772,,,,,,,,,,,102656567
1773,,,,,,,,,,,102656570
1774,,,,,,,,,,,102656577
1775,,,,,,,,,,,102656579
1776,,,,,,,,,,,102656583
1777,,,,,,,,,,,102656585
1778,,,,,,,,,,,102656587
1779,,,,,,,,,,,102656594
1780,,,,,,,,,,,102656595
1781,,,,,,,,,,,102656611
1782,,,,,,,,,,,102656618
1783,,,,,,,,,,,102656620
1784,,,,,,,,,,,102656637
1785,,,,,,,,,,,102656639
1786,,,,,,,,,,,102656645
1787,,,,,,,,,,,102656652
1788,,,,,,,,,,,102656656
1789,,,,,,,,,,,102656657
1790,,,,,,,,,,,102656661
1791,,,,,,,,,,,102656664
1792,,,,,,,,,,,102656669
1793,,,,,,,,,,,102656685
1794,,,,,,,,,,,102656719
1795,,,,,,,,,,,102656725
1796,,,,,,,,,,,102656730
1797,,,,,,,,,,,102656732
1798,,,,,,,,,,,102656733
1799,,,,,,,,,,,102656738
1800,,,,,,,,,,,102656747
1801,,,,,,,,,,,102656757
1802,,,,,,,,,,,102656758
1803,,,,,,,,,,,102656766
1804,,,,,,,,,,,102656779
1805,,,,,,,,,,,102656792
1806,,,,,,,,,,,102656796
1807,,,,,,,,,,,102656805
1808,,,,,,,,,,,102656812
1809,,,,,,,,,,,102656822
1810,,,,,,,,,,,102656824
1811,,,,,,,,,,,102656830
1812,,,,,,,,,,,102656838
1813,,,,,,,,,,,102656841
1814,,,,,,,,,,,102656846
1815,,,,,,,,,,,102656882
1816,,,,,,,,,,,102656885
1817,,,,,,,,,,,102656890
1818,,,,,,,,,,,102656893
1819,,,,,,,,,,,102656904
1820,,,,,,,,,,,102656905
1821,,,,,,,,,,,102656907
1822,,,,,,,,,,,102656914
1823,,,,,,,,,,,102656934
1824,,,,,,,,,,,107963960
1825,,,,,,,,,,,107963961
1826,,,,,,,,,,,107963962
1827,,,,,,,,,,,107963964
1828,,,,,,,,,,,107963965
1829,,,,,,,,,,,107963966
1830,,,,,,,,,,,107963967
1831,,,,,,,,,,,107963968
1832,,,,,,,,,,,107963969
1833,,,,,,,,,,,107963970
1834,,,,,,,,,,,107963971
1835,,,,,,,,,,,107963972
1836,,,,,,,,,,,107963973
1837,,,,,,,,,,,107963974
1838,,,,,,,,,,,107963975
1839,,,,,,,,,,,107963979
1840,,,,,,,,,,,107963982
1841,,,,,,,,,,,107963983
1842,,,,,,,,,,,107963984
1843,,,,,,,,,,,107963986
1844,,,,,,,,,,,107963989
1845,,,,,,,,,,,107963990
1846,,,,,,,,,,,107963991
1847,,,,,,,,,,,107963993
1848,,,,,,,,,,,107963995
1849,,,,,,,,,,,107963996
1850,,,,,,,,,,,107963999
1851,,,,,,,,,,,107964003
1852,,,,,,,,,,,107964006
1853,,,,,,,,,,,107964012
1854,,,,,,,,,,,107964014
1855,,,,,,,,,,,107964018
1856,,,,,,,,,,,107964020
1857,,,,,,,,,,,107964022
1858,,,,,,,,,,,107964024
1859,,,,,,,,,,,107964025
1860,,,,,,,,,,,107964039
1861,,,,,,,,,,,107964061
1862,,,,,,,,,,,107964069
1863,,,,,,,,,,,107964089
1864,,,,,,,,,,,107964132
1865,,,,,,,,,,,107964133
1866,,,,,,,,,,,107964134
1867,,,,,,,,,,,107964189
1868,,,,,,,,,,,107964206
1869,,,,,,,,,,,107964212
1870,,,,,,,,,,,107964213
1871,,,,,,,,,,,107964236
1872,,,,,,,,,,,107964258
1873,,,,,,,,,,,107964260
1874,,,,,,,,,,,107964262
1875,,,,,,,,,,,107964275
1876,,,,,,,,,,,107964284
1877,,,,,,,,,,,107964304
1878,,,,,,,,,,,107964319
1879,,,,,,,,,,,107964328
1880,,,,,,,,,,,107964329
1881,,,,,,,,,,,107964335
1882,,,,,,,,,,,107964338
1883,,,,,,,,,,,107964339
1884,,,,,,,,,,,107964343
1885,,,,,,,,,,,107964349
1886,,,,,,,,,,,107964350
1887,,,,,,,,,,,107964351
1888,,,,,,,,,,,107964398
1889,,,,,,,,,,,107964400
1890,,,,,,,,,,,107964403
1891,,,,,,,,,,,107964404
1892,,,,,,,,,,,107964405
1893,,,,,,,,,,,107964412
1894,,,,,,,,,,,107964417
1895,,,,,,,,,,,107964419
1896,,,,,,,,,,,107964436
1897,,,,,,,,,,,107964437
1898,,,,,,,,,,,107964493
1899,,,,,,,,,,,107964502
1900,,,,,,,,,,,107964507
1901,,,,,,,,,,,107964516
1902,,,,,,,,,,,107964525
1903,,,,,,,,,,,107964531
1904,,,,,,,,,,,107964589
1905,,,,,,,,,,,107964590
1906,,,,,,,,,,,107964633
1907,,,,,,,,,,,107964640
1908,,,,,,,,,,,107964653
1909,,,,,,,,,,,107964671
1910,,,,,,,,,,,107964673
1911,,,,,,,,,,,107964730
1912,,,,,,,,,,,107964732
1913,,,,,,,,,,,107964762
1914,,,,,,,,,,,107964764
1915,,,,,,,,,,,107964765
1916,,,,,,,,,,,107964774
1917,,,,,,,,,,,107964791
1918,,,,,,,,,,,107964792
1919,,,,,,,,,,,107964805
1920,,,,,,,,,,,107964828
1921,,,,,,,,,,,107964835
1922,,,,,,,,,,,107964838
1923,,,,,,,,,,,107964839
1924,,,,,,,,,,,107964845
1925,,,,,,,,,,,107964864
1926,,,,,,,,,,,107964876
1927,,,,,,,,,,,107964884
1928,,,,,,,,,,,107964891
1929,,,,,,,,,,,107964901
1930,,,,,,,,,,,107964903
1931,,,,,,,,,,,107964911
1932,,,,,,,,,,,107964934
1933,,,,,,,,,,,107964937
1934,,,,,,,,,,,107964944
1935,,,,,,,,,,,107964950
1936,,,,,,,,,,,107964958
1937,,,,,,,,,,,107964964
1938,,,,,,,,,,,107964975
1939,,,,,,,,,,,107964981
1940,,,,,,,,,,,107964982
1941,,,,,,,,,,,107964994
1942,,,,,,,,,,,107964997
1943,,,,,,,,,,,107964998
1944,,,,,,,,,,,107965000
1945,,,,,,,,,,,107965005
1946,,,,,,,,,,,107965011
1947,,,,,,,,,,,107965021
1948,,,,,,,,,,,107965022
1949,,,,,,,,,,,107965037
1950,,,,,,,,,,,107965038
1951,,,,,,,,,,,107965041
1952,,,,,,,,,,,107965045
1953,,,,,,,,,,,107965055
1954,,,,,,,,,,,107965070
1955,,,,,,,,,,,107965072
1956,,,,,,,,,,,107965085
1957,,,,,,,,,,,107965102
1958,,,,,,,,,,,107965127
1959,,,,,,,,,,,107965147
1960,,,,,,,,,,,107965163
1961,,,,,,,,,,,107965179
1962,,,,,,,,,,,107965181
1963,,,,,,,,,,,107965192
1964,,,,,,,,,,,107965199
1965,,,,,,,,,,,107965219
1966,,,,,,,,,,,107965225
1967,,,,,,,,,,,107965231
1968,,,,,,,,,,,107965233
1969,,,,,,,,,,,107965235
1970,,,,,,,,,,,107965237
1971,,,,,,,,,,,107965250
1972,,,,,,,,,,,107965265
1973,,,,,,,,,,,107965266
1974,,,,,,,,,,,107965271
1975,,,,,,,,,,,107965279
1976,,,,,,,,,,,107965281
1977,,,,,,,,,,,107965288
1978,,,,,,,,,,,107965310
1979,,,,,,,,,,,107965313
1980,,,,,,,,,,,107965317
1981,,,,,,,,,,,107965322
1982,,,,,,,,,,,107965323
1983,,,,,,,,,,,107965338
1984,,,,,,,,,,,107965339
1985,,,,,,,,,,,107965348
1986,,,,,,,,,,,107965359
1987,,,,,,,,,,,107965367
1988,,,,,,,,,,,107965368
1989,,,,,,,,,,,107965378
1990,,,,,,,,,,,107965398
1991,,,,,,,,,,,107965415
1992,,,,,,,,,,,107965436
1993,,,,,,,,,,,107965449
1994,,,,,,,,,,,107965470
1995,,,,,,,,,,,107965473
1996,,,,,,,,,,,107965480
1997,,,,,,,,,,,107965485
1998,,,,,,,,,,,107965489
1999,,,,,,,,,,,107965494
2000,,,,,,,,,,,107965500
2001,,,,,,,,,,,107965508
2002,,,,,,,,,,,107965532
2003,,,,,,,,,,,107965534
2004,,,,,,,,,,,107965557
2005,,,,,,,,,,,107965562
2006,,,,,,,,,,,107965564
2007,,,,,,,,,,,107965571
2008,,,,,,,,,,,107965577
2009,,,,,,,,,,,107965597
2010,,,,,,,,,,,107965601
2011,,,,,,,,,,,107965608
2012,,,,,,,,,,,107965630
2013,,,,,,,,,,,107965656
2014,,,,,,,,,,,107965657
2015,,,,,,,,,,,107965670
2016,,,,,,,,,,,107965674
2017,,,,,,,,,,,107965687
2018,,,,,,,,,,,107965692
2019,,,,,,,,,,,107965706
2020,,,,,,,,,,,107965722
2021,,,,,,,,,,,107965746
2022,,,,,,,,,,,107965749
2023,,,,,,,,,,,107965751
2024,,,,,,,,,,,107965756
2025,,,,,,,,,,,107965760
2026,,,,,,,,,,,107965774
2027,,,,,,,,,,,107965788
2028,,,,,,,,,,,107965795
2029,,,,,,,,,,,107965799
2030,,,,,,,,,,,107965801
2031,,,,,,,,,,,107965814
2032,,,,,,,,,,,107965817
2033,,,,,,,,,,,107965822
2034,,,,,,,,,,,107965825
2035,,,,,,,,,,,107965827
2036,,,,,,,,,,,107965828
2037,,,,,,,,,,,107965838
2038,,,,,,,,,,,107965854
2039,,,,,,,,,,,107965891
2040,,,,,,,,,,,107965922
2041,,,,,,,,,,,107965941
2042,,,,,,,,,,,107965950
2043,,,,,,,,,,,107966025
2044,,,,,,,,,,,107966034
2045,,,,,,,,,,,107966040
2046,,,,,,,,,,,107966047
2047,,,,,,,,,,,107966049
2048,,,,,,,,,,,107966050
2049,,,,,,,,,,,107966053
2050,,,,,,,,,,,107966055
2051,,,,,,,,,,,107966062
2052,,,,,,,,,,,107966074
2053,,,,,,,,,,,107966085
2054,,,,,,,,,,,107966086
2055,,,,,,,,,,,107966087
2056,,,,,,,,,,,107966117
2057,,,,,,,,,,,112935903
2058,,,,,,,,,,,112939925
2059,,,,,,,,,,,113218516
2060,,,,,,,,,,,113218517
2061,,,,,,,,,,,113218518
2062,,,,,,,,,,,113218519
2063,,,,,,,,,,,113218520
2064,,,,,,,,,,,113218521
2065,,,,,,,,,,,113218522
2066,,,,,,,,,,,113218523
2067,,,,,,,,,,,113218524
2068,,,,,,,,,,,113218530
2069,,,,,,,,,,,113218531
2070,,,,,,,,,,,113218532
2071,,,,,,,,,,,113218533
2072,,,,,,,,,,,113218534
2073,,,,,,,,,,,113218537
2074,,,,,,,,,,,113218538
2075,,,,,,,,,,,113218539
2076,,,,,,,,,,,113218540
2077,,,,,,,,,,,113218541
2078,,,,,,,,,,,113218543
2079,,,,,,,,,,,113218544
2080,,,,,,,,,,,113218545
2081,,,,,,,,,,,113218546
2082,,,,,,,,,,,113218548
2083,,,,,,,,,,,113218550
2084,,,,,,,,,,,113218551
2085,,,,,,,,,,,113218554
2086,,,,,,,,,,,113218555
2087,,,,,,,,,,,113218556
2088,,,,,,,,,,,113218558
2089,,,,,,,,,,,113218559
2090,,,,,,,,,,,113218560
2091,,,,,,,,,,,113218561
2092,,,,,,,,,,,113218562
2093,,,,,,,,,,,113218563
2094,,,,,,,,,,,113218565
2095,,,,,,,,,,,113218566
2096,,,,,,,,,,,113218567
2097,,,,,,,,,,,113218568
2098,,,,,,,,,,,113218569
2099,,,,,,,,,,,113218570
2100,,,,,,,,,,,113218571
2101,,,,,,,,,,,113218572
2102,,,,,,,,,,,113218574
2103,,,,,,,,,,,113218575
2104,,,,,,,,,,,113218576
2105,,,,,,,,,,,113218579
2106,,,,,,,,,,,113218580
2107,,,,,,,,,,,113218582
2108,,,,,,,,,,,113218586
2109,,,,,,,,,,,113218590
2110,,,,,,,,,,,113218594
2111,,,,,,,,,,,113218595
2112,,,,,,,,,,,113218597
2113,,,,,,,,,,,113218599
2114,,,,,,,,,,,113218602
2115,,,,,,,,,,,113218605
2116,,,,,,,,,,,113218609
2117,,,,,,,,,,,113218616
2118,,,,,,,,,,,113218618
2119,,,,,,,,,,,113218623
2120,,,,,,,,,,,113218627
2121,,,,,,,,,,,113218630
2122,,,,,,,,,,,113218635
2123,,,,,,,,,,,113218636
2124,,,,,,,,,,,113218638
2125,,,,,,,,,,,113218639
2126,,,,,,,,,,,113218640
2127,,,,,,,,,,,113218647
2128,,,,,,,,,,,113218650
2129,,,,,,,,,,,113218652
2130,,,,,,,,,,,113218653
2131,,,,,,,,,,,113218659
2132,,,,,,,,,,,113218662
2133,,,,,,,,,,,113218664
2134,,,,,,,,,,,113218665
2135,,,,,,,,,,,113218670
2136,,,,,,,,,,,113218672
2137,,,,,,,,,,,113218709
2138,,,,,,,,,,,113218713
2139,,,,,,,,,,,113218714
2140,,,,,,,,,,,113218716
2141,,,,,,,,,,,113218719
2142,,,,,,,,,,,113218723
2143,,,,,,,,,,,113218730
2144,,,,,,,,,,,113218735
2145,,,,,,,,,,,113218736
2146,,,,,,,,,,,113218737
2147,,,,,,,,,,,113218738
2148,,,,,,,,,,,113218745
2149,,,,,,,,,,,113218746
2150,,,,,,,,,,,113218757
2151,,,,,,,,,,,113218759
2152,,,,,,,,,,,113218762
2153,,,,,,,,,,,113218763
2154,,,,,,,,,,,113218765
2155,,,,,,,,,,,113218767
2156,,,,,,,,,,,113218771
2157,,,,,,,,,,,113218772
2158,,,,,,,,,,,113218774
2159,,,,,,,,,,,113218775
2160,,,,,,,,,,,113218779
2161,,,,,,,,,,,113218781
2162,,,,,,,,,,,113218784
2163,,,,,,,,,,,113218785
2164,,,,,,,,,,,113218787
2165,,,,,,,,,,,113218788
2166,,,,,,,,,,,113218789
2167,,,,,,,,,,,113218791
2168,,,,,,,,,,,113218792
2169,,,,,,,,,,,113218800
2170,,,,,,,,,,,113218803
2171,,,,,,,,,,,113218807
2172,,,,,,,,,,,113218808
2173,,,,,,,,,,,113218809
2174,,,,,,,,,,,113218812
2175,,,,,,,,,,,113218813
2176,,,,,,,,,,,113218818
2177,,,,,,,,,,,113218825
2178,,,,,,,,,,,113218829
2179,,,,,,,,,,,113218830
2180,,,,,,,,,,,113218831
2181,,,,,,,,,,,113218833
2182,,,,,,,,,,,113218834
2183,,,,,,,,,,,113218840
2184,,,,,,,,,,,113218845
2185,,,,,,,,,,,113218848
2186,,,,,,,,,,,113218849
2187,,,,,,,,,,,113218850
2188,,,,,,,,,,,113218863
2189,,,,,,,,,,,113218864
2190,,,,,,,,,,,113218865
2191,,,,,,,,,,,113218866
2192,,,,,,,,,,,113218867
2193,,,,,,,,,,,113218873
2194,,,,,,,,,,,113218874
2195,,,,,,,,,,,113218876
2196,,,,,,,,,,,113218892
2197,,,,,,,,,,,113218895
2198,,,,,,,,,,,113218900
2199,,,,,,,,,,,113218902
2200,,,,,,,,,,,113218903
2201,,,,,,,,,,,113218906
2202,,,,,,,,,,,113218907
2203,,,,,,,,,,,113218912
2204,,,,,,,,,,,113218918
2205,,,,,,,,,,,113218919
2206,,,,,,,,,,,113218925
2207,,,,,,,,,,,113218929
2208,,,,,,,,,,,113218932
2209,,,,,,,,,,,113218934
2210,,,,,,,,,,,113218937
2211,,,,,,,,,,,113218939
2212,,,,,,,,,,,113218943
2213,,,,,,,,,,,113218950
2214,,,,,,,,,,,113218956
2215,,,,,,,,,,,113218957
2216,,,,,,,,,,,113218958
2217,,,,,,,,,,,113218965
2218,,,,,,,,,,,113218967
2219,,,,,,,,,,,113218982
2220,,,,,,,,,,,113218983
2221,,,,,,,,,,,113218987
2222,,,,,,,,,,,113218988
2223,,,,,,,,,,,113218990
2224,,,,,,,,,,,113218991
2225,,,,,,,,,,,113218993
2226,,,,,,,,,,,113219000
2227,,,,,,,,,,,113219001
2228,,,,,,,,,,,113219002
2229,,,,,,,,,,,113219003
2230,,,,,,,,,,,113219004
2231,,,,,,,,,,,113219005
2232,,,,,,,,,,,113219006
2233,,,,,,,,,,,113219007
2234,,,,,,,,,,,113219009
2235,,,,,,,,,,,113219014
2236,,,,,,,,,,,113219015
2237,,,,,,,,,,,113219028
2238,,,,,,,,,,,113219029
2239,,,,,,,,,,,113219034
2240,,,,,,,,,,,113219042
2241,,,,,,,,,,,113219045
2242,,,,,,,,,,,113219048
2243,,,,,,,,,,,113219049
2244,,,,,,,,,,,113219050
2245,,,,,,,,,,,113219052
2246,,,,,,,,,,,113219054
2247,,,,,,,,,,,113219062
2248,,,,,,,,,,,113219068
2249,,,,,,,,,,,113219070
2250,,,,,,,,,,,113219078
2251,,,,,,,,,,,113219079
2252,,,,,,,,,,,113219083
2253,,,,,,,,,,,113219086
2254,,,,,,,,,,,113219091
2255,,,,,,,,,,,113219092
2256,,,,,,,,,,,113219093
2257,,,,,,,,,,,113219100
2258,,,,,,,,,,,113219102
2259,,,,,,,,,,,113219103
