"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"408807",3468.49903629209,-6.99405346293323,1.67022902654791,-4.18748168769931,2.82066771392209e-05,0.00707675671451073
"100576961",233.228813124109,-2.2231079391276,0.591489246989962,-3.75849256844617,0.000170940114828006,0.0240384536476883
"100576758",337.249582552643,-1.77285077967872,0.481329270698426,-3.68323907894954,0.000230288987806677,0.0291915618346492
"409715",1679.8676817136,-1.57805790578298,0.407023119731504,-3.87707191381158,0.000105721117315321,0.0182405162603085
"412484",1761.44557913613,-1.41464631067701,0.383474547088798,-3.68902270415729,0.000225117131486795,0.0289436311911593
"726798",481.384311401253,-1.03208508484528,0.266523586743326,-3.87239680156048,0.000107770311613135,0.0182405162603085
"102655905",169.199596207952,-1.00439504573611,0.268389312939591,-3.74230640831133,0.00018233899307016,0.0248644081459309
"102654480",942.726880108041,-0.932362754286563,0.200624917798466,-4.64729289122078,3.36319481160007e-06,0.00168159740580004
"551898",1876.9869447757,-0.919607168043055,0.240744717626153,-3.81984359661461,0.000133536322030552,0.0200304483045828
"408646",1039.72560015808,-0.858587330791065,0.191132122515377,-4.4921142479438,7.05195736077358e-06,0.00256043044558555
"409227",7790.94507352028,-0.829349270605855,0.221163040551153,-3.74994514697872,0.000176873256257207,0.0244901431740748
"725757",839.904070788224,-0.774479985458264,0.185340256091607,-4.17869275563893,2.93189448160401e-05,0.00713163522552327
"724915",471.910210438829,-0.770462668995102,0.187152828004814,-4.11675675547519,3.84241229017289e-05,0.00886710528501436
"100576247",14524.4457666073,-0.770282006855207,0.208750846051613,-3.68995873034573,0.000224290435543112,0.0289436311911593
"409851",8816.52427433227,-0.724223434468031,0.207078869849243,-3.49733140322467,0.000469937648390299,0.0491795213431709
"551053",1916.71899430218,-0.671288262534216,0.186033766449323,-3.60842160725204,0.000308065570496559,0.0369678684595871
"724126",1656.87459643283,-0.654182931359759,0.145159860778688,-4.5066379083756,6.5862884618013e-06,0.00256043044558555
"408579",6985.31863471031,-0.62893326777967,0.149983637515324,-4.19334587558199,2.74869853094654e-05,0.00707675671451073
"726392",8296.35754362655,-0.619690300793622,0.171692229444824,-3.60930895240526,0.00030701378544614,0.0369678684595871
"413356",3185.83336446851,-0.59667858347826,0.170908736929334,-3.49121170864991,0.000480835075916338,0.0497415595775522
"552417",42238.7060751605,-0.594449009832209,0.0985619377311049,-6.03122283831286,1.62723618768611e-09,2.929025137835e-06
"726431",969.116946732111,-0.5886317551779,0.126187468333155,-4.66474019134625,3.09007205103448e-06,0.00163592049760649
"410905",17691.9948798468,-0.553688615855607,0.127845293569621,-4.33092686008097,1.4848300047584e-05,0.00460809311821572
"551531",792.895596806714,-0.526395527255683,0.14951208272474,-3.52075576543741,0.000430318770430739,0.0472301089497153
"102656585",25757.2560138616,-0.51901253829138,0.141507269154858,-3.66774471298291,0.000244699316019698,0.0305874145024622
"411047",4675.8434209076,-0.507774570534234,0.117802574051403,-4.31038603887098,1.62969797860522e-05,0.00488909393581566
"408818",11717.2440118972,-0.487443455502911,0.120090386268987,-4.0589715017745,4.92893278411582e-05,0.0105619988231053
"412667",2678.89351901292,-0.46045880787252,0.128513829394177,-3.58295142276248,0.00033973380507999,0.0402316348121041
"552095",814.166427864673,-0.429329907412347,0.113145233912887,-3.79450280462452,0.000147939609754591,0.0214751046417955
"552402",7382.97489499878,-0.405470384754177,0.115521027062408,-3.5099271108032,0.000448229546216321,0.0480245942374629
"410710",12693.1706690776,-0.324242341885881,0.0646812563795587,-5.01292584644895,5.36085604607523e-07,0.000482477044146771
"411167",1433.92238697425,-0.31560734928129,0.0818844691524439,-3.85430048638071,0.00011606098248043,0.0186526578986406
"409703",6064.04817033409,0.318022843499144,0.0698876566854253,4.55048657491282,5.35220021723783e-06,0.002327931690378
"413785",3856.81538078685,0.325366916709821,0.0870724733199347,3.73673681594308,0.000186423870129957,0.0250420124055166
"724251",4231.68477984258,0.414072389238105,0.103669906628507,3.99414258876399,6.49287826300394e-05,0.0129857565260079
"552070",865.825085064815,0.425402818708274,0.104370657545579,4.07588520291252,4.58396304740094e-05,0.0101227219539841
