"","Phero_genes","Food_genes","interxn_genes","allDEG","Food_down","Food_up","EBO_down","EBO_up","BP_up","BP_down","BPvEBO_up","BPvEBO_down","background"
"3761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410271"
"3762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410272"
"3763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410273"
"3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410274"
"3765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410278"
"3766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410279"
"3767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410280"
"3768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410282"
"3769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410283"
"3770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410286"
"3771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410288"
"3772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410289"
"3773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410290"
"3774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410291"
"3775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410293"
"3776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410294"
"3777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410295"
"3778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410296"
"3779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410297"
"3780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410298"
"3781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410299"
"3782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410301"
"3783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410304"
"3784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410305"
"3785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410306"
"3786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410307"
"3787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410308"
"3788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410309"
"3789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410315"
"3790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410316"
"3791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410317"
"3792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410319"
"3793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410320"
"3794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410322"
"3795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410323"
"3796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410324"
"3797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410325"
"3798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410326"
"3799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410328"
"3800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410330"
"3801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410331"
"3802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410332"
"3803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410334"
"3804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410336"
"3805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410337"
"3806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410338"
"3807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410339"
"3808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410340"
"3809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410341"
"3810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410343"
"3811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410344"
"3812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410345"
"3813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410347"
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410348"
"3815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410349"
"3816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410350"
"3817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410351"
"3818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410352"
"3819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410353"
"3820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410354"
"3821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410355"
"3822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410357"
"3823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410361"
"3824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410362"
"3825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410363"
"3826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410365"
"3827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410368"
"3828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410369"
"3829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410370"
"3830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410371"
"3831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410373"
"3832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410375"
"3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410376"
"3834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410379"
"3835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410380"
"3836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410381"
"3837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410383"
"3838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410385"
"3839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410386"
"3840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410387"
"3841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410388"
"3842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410390"
"3843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410393"
"3844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410394"
"3845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410395"
"3846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410396"
"3847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410398"
"3848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410403"
"3849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410406"
"3850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410408"
"3851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410410"
"3852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410413"
"3853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410414"
"3854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410415"
"3855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410417"
"3856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410420"
"3857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410422"
"3858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410423"
"3859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410424"
"3860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410427"
"3861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410428"
"3862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410429"
"3863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410434"
"3864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410435"
"3865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410439"
"3866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410441"
"3867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410442"
"3868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410446"
"3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410447"
"3870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410448"
"3871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410449"
"3872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410451"
"3873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410456"
"3874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410459"
"3875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410462"
"3876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410463"
"3877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410465"
"3878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410467"
"3879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410468"
"3880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410469"
"3881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410470"
"3882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410475"
"3883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410478"
"3884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410479"
"3885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410480"
"3886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410482"
"3887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410484"
"3888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410485"
"3889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410486"
"3890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410487"
"3891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410489"
"3892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410492"
"3893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410493"
"3894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410494"
"3895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410497"
"3896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410498"
"3897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410502"
"3898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410505"
"3899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410507"
"3900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410510"
"3901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410511"
"3902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410512"
"3903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410514"
"3904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410516"
"3905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410517"
"3906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410518"
"3907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410525"
"3908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410527"
"3909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410530"
"3910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410532"
"3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410533"
"3912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410534"
"3913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410535"
"3914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410537"
"3915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410538"
"3916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410539"
"3917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410541"
"3918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410542"
"3919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410545"
"3920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410546"
"3921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410547"
"3922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410549"
"3923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410550"
"3924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410553"
"3925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410554"
"3926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410556"
"3927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410557"
"3928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410558"
"3929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410561"
"3930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410562"
"3931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410563"
"3932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410565"
"3933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410566"
"3934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410567"
"3935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410570"
"3936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410571"
"3937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410573"
"3938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410575"
"3939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410577"
"3940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410578"
"3941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410580"
"3942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410581"
"3943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410583"
"3944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410585"
"3945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410589"
"3946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410591"
"3947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410595"
"3948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410597"
"3949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410600"
"3950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410601"
"3951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410602"
"3952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410604"
"3953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410606"
"3954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410607"
"3955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410609"
"3956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410610"
"3957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410612"
"3958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410613"
"3959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410614"
"3960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410616"
"3961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410617"
"3962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410618"
"3963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410620"
"3964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410621"
"3965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410622"
"3966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410623"
"3967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410624"
"3968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410626"
"3969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410630"
"3970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410632"
"3971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410635"
"3972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410636"
"3973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410637"
"3974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410638"
"3975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410649"
"3976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410655"
"3977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410657"
"3978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410658"
"3979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410659"
"3980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410662"
"3981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410663"
"3982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410664"
"3983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410665"
"3984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410669"
"3985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410671"
"3986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410672"
"3987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410673"
"3988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410674"
"3989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410675"
"3990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410676"
"3991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410678"
"3992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410681"
"3993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410683"
"3994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410684"
"3995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410685"
"3996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410686"
"3997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410688"
"3998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410689"
"3999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410690"
"4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410692"
"4001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410694"
"4002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410696"
"4003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410702"
"4004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410706"
"4005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410710"
"4006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410717"
"4007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410718"
"4008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410719"
"4009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410723"
"4010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410724"
"4011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410725"
"4012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410726"
"4013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410727"
"4014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410730"
"4015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410732"
"4016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410733"
"4017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410739"
"4018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410740"
"4019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410741"
"4020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410743"
"4021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410747"
"4022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410748"
"4023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410749"
"4024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410752"
"4025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410753"
"4026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410754"
"4027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410755"
"4028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410756"
"4029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410757"
"4030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410758"
"4031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410761"
"4032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410763"
"4033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410765"
"4034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410766"
"4035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410767"
"4036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410769"
"4037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410771"
"4038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410772"
"4039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410775"
"4040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410776"
"4041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410777"
"4042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410779"
"4043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410780"
"4044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410782"
"4045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410784"
"4046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410785"
"4047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410788"
"4048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410791"
"4049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410792"
"4050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410793"
"4051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410795"
"4052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410796"
"4053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410798"
"4054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410799"
"4055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410801"
"4056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410802"
"4057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410803"
"4058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410804"
"4059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410805"
"4060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410806"
"4061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410808"
"4062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410809"
"4063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410811"
"4064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410812"
"4065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410815"
"4066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410816"
"4067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410819"
"4068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410820"
"4069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410821"
