"","Phero_genes","Food_genes","interxn_genes","allDEG","Food_down","Food_up","EBO_down","EBO_up","BP_up","BP_down","BPvEBO_up","BPvEBO_down","background"
"947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578820"
"948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578821"
"949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578822"
"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578823"
"951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578826"
"952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578828"
"953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578833"
"954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578834"
"955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578835"
"956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578839"
"957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578852"
"958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578853"
"959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578854"
"960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578864"
"961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578865"
"962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578866"
"963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578875"
"964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578877"
"965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578879"
"966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578881"
"967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578883"
"968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578885"
"969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578888"
"970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578890"
"971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578892"
"972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578893"
"973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578894"
"974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578899"
"975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578901"
"976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578907"
"977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578909"
"978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578913"
"979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578920"
"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578921"
"981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578924"
"982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578925"
"983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578927"
"984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578928"
"985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578929"
"986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578931"
"987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578935"
"988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578936"
"989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578937"
"990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578939"
"991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578943"
"992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578947"
"993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578952"
"994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578953"
"995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578955"
"996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578957"
"997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578965"
"998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578966"
"999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578975"
"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578976"
"1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578978"
"1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578984"
"1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578988"
"1004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578990"
"1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578998"
"1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100578999"
"1007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579003"
"1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579005"
"1009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579007"
"1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579008"
"1011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579015"
"1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579021"
"1013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579024"
"1014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579031"
"1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579034"
"1016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579038"
"1017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579040"
"1018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579049"
"1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579052"
"1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579053"
"1021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579054"
"1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579055"
"1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579057"
"1024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579058"
"1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579059"
"1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100579061"
"1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100629009"
"1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100629063"
"1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100629111"
"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100642173"
"1031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100820634"
"1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100859932"
"1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101664701"
"1034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653584"
"1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653587"
"1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653588"
"1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653594"
"1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653599"
"1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653600"
"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653601"
"1041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653613"
"1042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653614"
"1043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653619"
"1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653628"
"1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653637"
"1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653640"
"1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653641"
"1048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653649"
"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653654"
"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653658"
"1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653659"
"1052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653678"
"1053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653680"
"1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653702"
"1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653703"
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653705"
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653708"
"1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653713"
"1059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653727"
"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653741"
"1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653748"
"1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653751"
"1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653753"
"1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653759"
"1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653763"
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653764"
"1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653773"
"1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653781"
"1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653784"
"1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653793"
"1071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653795"
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653798"
"1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653800"
"1074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653815"
"1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653824"
"1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653839"
"1077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653856"
"1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653857"
"1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653862"
"1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653866"
"1081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653875"
"1082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653879"
"1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653888"
"1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653893"
"1085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653894"
"1086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653896"
"1087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653912"
"1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653920"
"1089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653921"
"1090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653922"
"1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653930"
"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653934"
"1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653935"
"1094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653940"
"1095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653945"
"1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653949"
"1097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653951"
"1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653952"
"1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653954"
"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653955"
"1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653957"
"1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653960"
"1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653963"
"1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653965"
"1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653972"
"1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653975"
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653977"
"1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102653993"
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654007"
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654012"
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654014"
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654016"
"1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654029"
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654051"
"1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654054"
"1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654066"
"1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654069"
"1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654076"
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654083"
"1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654084"
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654086"
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654089"
"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654090"
"1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654095"
"1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654108"
"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654111"
"1127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654121"
"1128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654127"
"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654141"
"1130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654142"
"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654144"
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654159"
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654165"
"1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654166"
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654169"
"1136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654172"
"1137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654184"
"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654186"
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654188"
"1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654192"
"1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654197"
"1142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654200"
"1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654236"
"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654261"
"1145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654271"
"1146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654282"
"1147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654289"
"1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654300"
"1149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654309"
"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654312"
"1151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654314"
"1152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654321"
"1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654331"
"1154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654335"
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654344"
"1156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654345"
"1157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654349"
"1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654353"
"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654354"
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654355"
"1161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654365"
"1162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654369"
"1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654379"
"1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654384"
"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654385"
"1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654390"
"1167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654395"
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654398"
"1169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654417"
"1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654426"
"1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654435"
"1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654436"
"1173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654444"
"1174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654448"
"1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654462"
"1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654463"
"1177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654465"
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654477"
"1179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654480"
"1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654488"
"1181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654495"
"1182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654498"
"1183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654507"
"1184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654510"
"1185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654517"
"1186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654528"
"1187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654533"
"1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654536"
"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654541"
"1190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654549"
"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654551"
"1192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654555"
"1193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654567"
"1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654569"
"1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654570"
"1196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654576"
"1197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654580"
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654584"
"1199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654585"
"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654592"
"1201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654594"
"1202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654610"
"1203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654622"
"1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654625"
"1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654626"
"1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654628"
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654629"
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654638"
"1209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654639"
"1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654640"
"1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654649"
"1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654652"
"1213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654653"
"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654662"
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654666"
"1216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654674"
"1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654676"
"1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654681"
"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654682"
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654690"
"1221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654691"
"1222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654696"
"1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654700"
"1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654708"
"1225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654715"
"1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654720"
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654724"
"1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654729"
"1229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654736"
"1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654737"
"1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654738"
"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654750"
"1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654761"
"1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654763"
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654766"
"1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654768"
"1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654773"
"1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654776"
"1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654777"
"1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654791"
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654792"
"1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654800"
"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654812"
"1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654815"
"1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654831"
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654832"
"1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654858"
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654860"
"1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102654865"
