"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"727161",1022.10613168288,-3.25000629886523,0.86353290117459,-3.76361606424552,0.000167473943925222,0.0168909434873152
"724983",209.217967205283,-1.20625090093431,0.278621652351571,-4.32935089844428,1.49549482227507e-05,0.0026395483613155
"102655291",117.206604346843,-1.03046713052237,0.298261290687306,-3.45491407265013,0.000550468228214565,0.0398470184335064
"411050",1794.72236358265,-0.948950351549426,0.242839708160898,-3.90772315918236,9.31699737383751e-05,0.0112515002496159
"100578614",64.6497257887741,-0.93097079430344,0.238541974975672,-3.90275461749819,9.51041075246592e-05,0.0113359155696276
"725281",90.5211729371643,-0.854879774414798,0.229693924273078,-3.72182145052497,0.000197790866022586,0.0195196190145731
"724315",946.328738949482,-0.825531803581708,0.225241400471735,-3.66509798754915,0.00024724390208316,0.0218695357819301
"726415",1563.07451261647,-0.759162356114859,0.192148945409483,-3.95090566069479,7.7856011710758e-05,0.00978852706138817
"410534",673.637049594311,-0.636180705924067,0.173255699334865,-3.67191791304061,0.000240737013970462,0.0218695357819301
"411916",226.040900620627,-0.549941412514786,0.155441279095899,-3.53793674185802,0.000403266658254466,0.0308431782454957
"724150",1623.08432772882,-0.502617939807718,0.143452882404866,-3.50371446973914,0.000458817026158653,0.0345165792301977
"412057",352.832143186715,-0.472272678494398,0.138703664231237,-3.40490412500608,0.000661872868235876,0.0433904941762062
"409905",1876.96192022369,-0.451854590328638,0.132692708720876,-3.4052706790328,0.000660985020907215,0.0433904941762062
"725119",2401.84313984793,-0.450681458569313,0.133601554099771,-3.37332497070171,0.000742662456694223,0.0466860001886272
"552767",702.489980362655,-0.434704393684842,0.104676151340688,-4.15285036865765,3.28359457726204e-05,0.00478362397303349
"100577696",934.005742644819,-0.429173112984403,0.126893591774339,-3.38214961830085,0.000719209612956213,0.0455234884669801
"100577754",346.353482448553,-0.411268773213998,0.120655638399951,-3.40861627908942,0.000652932517662521,0.0433904941762062
"551720",4903.81674423872,-0.411247264601695,0.104482731526918,-3.93603094589601,8.28402954781671e-05,0.0102744355661975
"410390",1094.4662274375,-0.407016247473064,0.113441570283462,-3.58789327806405,0.0003333606789824,0.0268384588745655
"552239",6692.41146314618,-0.38502631465284,0.0935949797960602,-4.11374964225428,3.89283623846698e-05,0.00541340166615908
"551122",963.349932211897,-0.377012467866485,0.088253663069141,-4.27191863493666,1.93798292853317e-05,0.00329385320705137
"107965179",473.330940637923,-0.376234758874693,0.112174131012292,-3.35402427885504,0.000796453741600805,0.0493908948676499
"408384",876.955506409064,-0.352026848376306,0.0890261314229069,-3.95419684928293,7.67921678988357e-05,0.00978852706138817
"551599",2180.91985795261,-0.348893380884398,0.0829725396144142,-4.20492590085536,2.61167706571253e-05,0.00413275381191544
"100577202",1038.45880501216,-0.338477355024714,0.0791551576169651,-4.27612508413689,1.90174398654114e-05,0.00329324647329709
"100578952",398.426524948404,-0.333497519742915,0.0989245242175971,-3.37123198095292,0.000748328144531485,0.046722147690544
"409166",7516.45250108464,-0.324230800670274,0.0589414931040416,-5.50089221693032,3.77874164722537e-08,2.04007593166085e-05
"100577386",921.375288428414,-0.30410703584759,0.0827633334400964,-3.67441744075836,0.000238392709895553,0.0218695357819301
"726631",1475.73493930905,-0.288910688073474,0.0752453305088503,-3.83958294979503,0.000123243485393403,0.0139645519622303
"107964221",1462.97196783503,-0.271978876031286,0.0802799231968849,-3.38788161722904,0.000704346578812868,0.0452062440583532
"727634",2238.87379530672,-0.218687020482344,0.0633443574475034,-3.45235202146586,0.000555722200859536,0.0398470184335064
"100578805",1805.23835531439,-0.207456629085489,0.0609917615884696,-3.40138772323487,0.00067044662955688,0.0436408451494542
"408796",2477.81780924343,-0.201186529202973,0.0561451475263135,-3.58332889068789,0.000339243021672833,0.027074543068811
"726002",6161.51218787723,-0.199529688929427,0.0589606652671837,-3.38411529152948,0.00071408011494462,0.0455126895483453
"411125",1974.52585834288,-0.198853565495004,0.0524336434519381,-3.79248040768477,0.000149150021197381,0.0158277380368693
"410710",12693.1706690776,0.156327302105384,0.0457236506205863,3.41895933469056,0.000628611201894688,0.0426909522687906
"724851",6314.01133079757,0.227380489083551,0.0601744482493847,3.77868839181048,0.000157656557293541,0.0160774653648902
"552417",42238.7060751605,0.238833837112068,0.0696738186465172,3.42788498967979,0.000608303106937572,0.0426183657669697
"102655814",951.129528493625,0.253813282400051,0.073605131500339,3.44830961138739,0.000564107005094418,0.0401346828895858
"409167",92501.0760202241,0.254601872233142,0.0679085399862536,3.74918783829957,0.000177408172796681,0.0176983935861732
"551501",2026.2524226745,0.256017611683835,0.0737038371740756,3.47359949630799,0.000513526928422889,0.0380092753956877
"409781",7849.7118487664,0.256225574620006,0.0738526964253519,3.46941394183205,0.000521595139075878,0.0382976014915073
"409921",7225.08622908492,0.260036766170044,0.0573568740327891,4.53366349814304,5.79693558332165e-06,0.0012091880632665
"410577",16461.6527775869,0.275947407338224,0.0569926888182455,4.84180362534296,1.28665886765862e-06,0.000337398716782024
"408446",19669.1749715979,0.277060300853232,0.0655178439513238,4.22877622558936,2.34965906320322e-05,0.00378336331264546
"409650",2818.92059586826,0.284910971161134,0.0800993011708039,3.55697199596772,0.000375154130546143,0.0289341563878361
"409452",7120.23346675876,0.300985765158582,0.0719890749840929,4.18099225785426,2.90239747692037e-05,0.00443970067386252
"410567",3242.04427523962,0.301054496230771,0.0612565160392859,4.91465260671526,8.89400237389823e-07,0.000281479840647028
"727101",1016.30992442824,0.301134461916454,0.0678273957487943,4.43971729405234,9.00771257557741e-06,0.00172234970872186
"100577530",4092.80143770677,0.310310758108601,0.0855276892655025,3.62819059854765,0.000285414527297221,0.0241871999961554
"412069",8486.55032721867,0.310676863531737,0.0637462088045085,4.87365240001165,1.0955368175381e-06,0.000314213653480145
"726210",25110.2398103251,0.333541802079263,0.0901371043432216,3.70038292786965,0.000215274376908137,0.0207977708553987
"409932",8015.82008246211,0.343074960311058,0.0998907590707421,3.43450148444757,0.000593644820530171,0.04191132432943
