"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"409061",700.000063560404,-1.08445769128976,0.214128012703619,-5.06452975300709,4.09409694732405e-07,0.000104376727173723
"406094",25534.544572532,-1.07841332177577,0.169700233269398,-6.35481343189315,2.08679738035168e-10,9.13483310907895e-08
"726441",158.158264653574,-1.0618976849498,0.237551038253865,-4.47018751319864,7.81510495513255e-06,0.00158529276708943
"410626",463.258855527065,-1.05833488840411,0.298786187412892,-3.54211450525189,0.000396933128935956,0.0294024368333297
"410282",404.679492979367,-1.01964783901896,0.213510642550065,-4.77563004279688,1.79145477025378e-06,0.000401023704424126
"408470",3313.90523953382,-1.00896586762275,0.12163108895943,-8.29529585120538,1.08315291660747e-16,1.42016820980334e-13
"410092",205.025748581906,-1.00259811337308,0.267947802460709,-3.74176650887106,0.000182731254510079,0.0182294288466685
"725038",4574.48299229076,-0.960010279299349,0.235619568400443,-4.07440810547527,4.61315241079565e-05,0.00624237785140532
"409852",3016.15663734032,-0.937536505943453,0.173750370955452,-5.39588203920342,6.81877360569412e-08,2.10579522352181e-05
"410236",386.902705869773,-0.937505464378566,0.266872850172177,-3.51292933610039,0.000443195329850746,0.0320287144674815
"551241",3075.7136071226,-0.936437537310635,0.14179408906729,-6.60420715327731,3.99650369237893e-11,2.15764181697964e-08
"107966053",145.086856867158,-0.864554427578911,0.205163096409144,-4.21398605651177,2.50902782167733e-05,0.0040399749732201
"102655838",175.414266483119,-0.858608748489805,0.194387309034341,-4.41700002307311,1.00080219544329e-05,0.0018370725099557
"410788",191.092661276516,-0.858341013856802,0.233444942088272,-3.67684562440526,0.000236135844346266,0.0200957396883106
"409228",8645.61572542498,-0.855958275986803,0.143898134790185,-5.94836254990279,2.70838179692572e-09,9.94301125287371e-07
"725146",1990.06282951457,-0.846185421069261,0.128764690577287,-6.57156412426093,4.97894352743469e-11,2.5387079830442e-08
"726798",481.384311401253,-0.835389111799026,0.187614582312975,-4.45268753366648,8.48021182961904e-06,0.00165598689728178
"410829",1603.34999420853,-0.829360709241433,0.205142464437561,-4.04285242217058,5.2804858640166e-05,0.00701875224773565
"100576271",240.409090354134,-0.826999195537005,0.223170648261221,-3.70568084100828,0.000210823642044589,0.018605186410435
"552712",2422.61562380782,-0.810011392777592,0.150163564444389,-5.39419396292746,6.88318334121314e-08,2.10579522352181e-05
"551950",639.667343896186,-0.807929421233618,0.198322728805431,-4.07381153990804,4.62499121699239e-05,0.00624237785140532
"100315677",197.342661133551,-0.787299940113078,0.18385535950132,-4.28217019209291,1.85079333441403e-05,0.0031456631894911
"100577504",3446.12161793747,-0.782580404743047,0.180125385045661,-4.34464250857627,1.3950265738969e-05,0.00246222190292803
"100576508",130.963927715463,-0.768888583649384,0.19832752462389,-3.87686270530282,0.000105812026187164,0.0121392847043224
"412815",17404.4896057905,-0.768040801576835,0.193950992738585,-3.95997355173135,7.49580646395101e-05,0.00929682590893816
"413190",349.600826089048,-0.766091656889504,0.221770457293788,-3.45443512286504,0.000551446875700242,0.0369429155122396
"552286",4330.4779730843,-0.763048772086882,0.204514391395323,-3.73102727334195,0.000190700575154161,0.0182395264015055
"100576734",258.07963014582,-0.747653037387251,0.166728930945113,-4.48424297540405,7.3173246183597e-06,0.00152632739425694
"100578659",227.420686805709,-0.744498089265723,0.19572249735176,-3.80384523669593,0.000142467207046147,0.0155662384079706
"724993",287.33184863805,-0.741485627443389,0.183552054911958,-4.03964765090234,5.35315599631178e-05,0.00701875224773565
"412101",860.139525147493,-0.705828045717175,0.161472080823059,-4.37120796437014,1.23561033851195e-05,0.00222361405624759
"726690",1082.77347257374,-0.679626813545773,0.187715361022581,-3.62051784064713,0.000294013975692796,0.0236707041132323
"100577607",170.016635021345,-0.669247547318355,0.182034738624589,-3.67648258994426,0.000236471985872471,0.0200957396883106
"724293",2802.85331803671,-0.664191652958688,0.158178864153034,-4.19899116430689,2.68106780639901e-05,0.00424255867709141
"100577693",254.009638797535,-0.662357232035484,0.183499817978216,-3.60957977688085,0.0003066934429987,0.0236858793822406
"408299",9897.78356545289,-0.651343736153118,0.123440728174023,-5.27657075414263,1.31623707031696e-07,3.77513244730282e-05
"411691",359.391237396459,-0.646144177901064,0.1283361300338,-5.03477997763286,4.78397993335704e-07,0.000118668561698246
"410380",4808.33258047786,-0.645570962629999,0.18901101395035,-3.41552033999236,0.000636602748628993,0.0408583218665517
"725258",7142.56594726725,-0.636039717673381,0.087580730935374,-7.26232483881318,3.80493077661186e-13,2.49440390483883e-10
"551758",1490.64257519601,-0.627314506292091,0.167465742766239,-3.74592735164794,0.000179728602079581,0.0181269132954549
"410288",407.758502677479,-0.626548684907256,0.161498338296542,-3.87959833838533,0.000104629095257299,0.0121392847043224
"412163",1369.47218996413,-0.622759171287269,0.15070349341161,-4.13234728133575,3.59077341977869e-05,0.00514939350730138
"100577192",475.458815617204,-0.607233253685302,0.16098471295127,-3.77199326913178,0.00016194862581204,0.016982348343447
"412209",1211.58224477245,-0.605218497836715,0.16331284986737,-3.70588412564123,0.000210654598021757,0.018605186410435
"724583",321.011608241211,-0.604495579619312,0.167319579667383,-3.6128203335258,0.00030288457742748,0.0236858793822406
"113218744",206.523158433414,-0.601431472089793,0.171563890705954,-3.50558307820494,0.000455608287010381,0.0320572199155188
"413789",9911.53132104688,-0.581281613666455,0.0782598857302575,-7.42758065952191,1.10601939635284e-13,8.42118575980669e-11
"551223",762.717492535763,-0.580984301861106,0.156327466801517,-3.71645695889616,0.000202036039628046,0.018542867717062
"100578121",560.533701098104,-0.56892090558301,0.103054328138212,-5.52059205917092,3.37859327931064e-08,1.10745461133975e-05
"408572",2006.14393414791,-0.561811003069347,0.0884105649305065,-6.35456863680205,2.09012306919436e-10,9.13483310907895e-08
"408551",5584.50111253893,-0.561537484770633,0.160235809392594,-3.5044443991593,0.000457561103610042,0.0320572199155188
"406067",419.493767833662,-0.552756520847363,0.156387885865888,-3.5345226248623,0.000408512460688448,0.0299946189135886
"550686",9839.50014435569,-0.543739472374233,0.123015692892065,-4.42008218293999,9.86633722067635e-06,0.0018370725099557
"727254",579.95531726729,-0.541081020466398,0.121942107584815,-4.43719590536073,9.11383416246429e-06,0.00174264104048119
"412859",8199.53978421595,-0.54043232690416,0.137427975019615,-3.93247682523899,8.40750873207648e-05,0.0102885486857331
"100576657",1587.23294007479,-0.540321294996686,0.15255090174225,-3.54190823407661,0.000397243644294277,0.0294024368333297
"551643",14952.3643067982,-0.53855693730744,0.14886227608861,-3.61782011842184,0.000297094757322014,0.0236858793822406
"412231",1383.00307503144,-0.524080514720222,0.156019227804352,-3.3590764554829,0.000782034279526353,0.0475331828973037
"411207",1808.84900450488,-0.520690172016561,0.129597525361959,-4.01774779697605,5.87570341550005e-05,0.00759538111936049
"408348",510.293432851701,-0.520034190022826,0.145558546987216,-3.57268055216641,0.000353345699037672,0.0265820231620308
"100642173",1316.90905218751,-0.517476379906055,0.147520096330476,-3.50783651026636,0.000451766590991227,0.0320572199155188
"724919",3299.94108088905,-0.513418424469631,0.109911388096427,-4.67120316976798,2.99440577435651e-06,0.000654348957072478
"551167",15504.4868808128,-0.487732710142844,0.143076941668033,-3.40888409031332,0.000652291884251843,0.0415745480115515
"411813",8680.27725716125,-0.487514519860741,0.0677897622168436,-7.19156556857799,6.40525603270641e-13,3.91916265787863e-10
"406152",3163.51861789015,-0.486208828962108,0.0803695647406522,-6.04966358261458,1.45148615115862e-09,5.55072495638911e-07
"410837",1224.14364496719,-0.48455394568233,0.134254069568471,-3.60923096960723,0.000307106084820945,0.0236858793822406
"724971",5237.42536131335,-0.481418776316731,0.132660978784914,-3.62894033140871,0.000284587003799991,0.0231145090343037
"725578",1457.51444569905,-0.473957548384659,0.138565792590465,-3.42045132152821,0.000625173231373596,0.0404073233630061
"409638",3156.56783428174,-0.467102577186943,0.126777343077246,-3.6844326111357,0.000229212656263218,0.0198463562187153
"724211",39395.8076258539,-0.461644914112574,0.132680839816922,-3.47936382336417,0.000502605734186965,0.0346835746493832
"113219060",1717.92776716869,-0.453600313972519,0.105329349631958,-4.30649496609909,1.65861702163398e-05,0.00287222396689749
"408478",7961.15316814768,-0.450291639577661,0.10081197857917,-4.46664816943394,7.94546385771562e-06,0.00158529276708943
"411822",3678.48961976875,-0.419654440939271,0.115041013930495,-3.64786806549547,0.000264425353476426,0.0218639269748346
"726860",4635.40683826352,-0.408333915483726,0.103931221354206,-3.92888595133595,8.53402986940668e-05,0.0103059639659756
"102654369",3632.4600897301,-0.403712554652631,0.101378925109014,-3.98221380053611,6.82763177853994e-05,0.00858411020047118
"725098",3237.83163968104,-0.402309035788014,0.107831050385668,-3.73092012318455,0.000190781710017927,0.0182395264015055
"113218991",414.91602225203,-0.399046992943069,0.10592673631947,-3.76719803524923,0.000165090040938321,0.0170246786037293
"725290",21215.4177079001,-0.397302480579169,0.0874549743396592,-4.54293747816012,5.54757090415792e-06,0.00118408385484561
"411863",2138.21833544356,-0.38574810357926,0.101535251859287,-3.79915444651528,0.000145190595298575,0.0156771680429449
"726210",25110.2398103251,-0.375634009368831,0.0901443229811404,-4.16702901465487,3.08595232373032e-05,0.00458920133776584
"408288",1069.00752506251,-0.369708732393927,0.101844620709637,-3.63012528121619,0.000283283689007351,0.0231145090343037
"100578051",2163.76388861933,-0.367546165940878,0.104495513944048,-3.51733918584944,0.000435896388552187,0.0317512464613649
"102654715",1114.60100108455,-0.365527890524979,0.0864350515069663,-4.22893125129356,2.34804077679547e-05,0.00384827111596944
"408291",1940.23238693403,-0.359982876567012,0.0748550761103607,-4.80906433167311,1.51638403496583e-06,0.000366246649287273
"102655188",869.522667891541,-0.358237982728762,0.0959241096260538,-3.73459794545189,0.000188015309527253,0.0182395264015055
"551280",8147.17549359715,-0.355069960690266,0.0945879657930506,-3.75385978240747,0.000174132295700213,0.0177576245548506
