taget_id	GeneID
GB46597-RA	GB46597
GB46661-RA	GB46661
GB46662-RA	GB46662
GB46663-RA	GB46663
GB46596-RA	GB46596
GB46664-RA	GB46664
GB55056-RA	GB55056
GB55057-RA	GB55057
GB55058-RA	GB55058
GB55059-RA	GB55059
GB55054-RA	GB55054
GB55053-RA	GB55053
GB55060-RA	GB55060
GB55052-RA	GB55052
GB55051-RA	GB55051
GB54047-RA	GB54047
GB54048-RA	GB54048
GB54046-RA	GB54046
GB54045-RA	GB54045
GB54044-RA	GB54044
GB54049-RA	GB54049
GB54043-RA	GB54043
GB54042-RA	GB54042
GB54050-RA	GB54050
GB54041-RA	GB54041
GB54051-RA	GB54051
GB54040-RA	GB54040
GB54039-RA	GB54039
GB54038-RA	GB54038
GB54037-RA	GB54037
GB54036-RA	GB54036
GB54035-RA	GB54035
GB54052-RA	GB54052
GB54053-RA	GB54053
GB54054-RA	GB54054
GB54055-RA	GB54055
GB54056-RA	GB54056
GB54033-RA	GB54033
GB54057-RA	GB54057
GB54032-RA	GB54032
GB54058-RA	GB54058
GB54031-RA	GB54031
GB54059-RA	GB54059
GB54060-RA	GB54060
GB54030-RA	GB54030
GB54061-RA	GB54061
GB54062-RA	GB54062
GB54063-RA	GB54063
GB54065-RA	GB54065
GB54029-RA	GB54029
GB49833-RA	GB49833
GB49832-RA	GB49832
GB49834-RA	GB49834
GB49835-RA	GB49835
GB49836-RA	GB49836
GB49837-RA	GB49837
GB49831-RA	GB49831
GB49830-RA	GB49830
GB49838-RA	GB49838
GB49839-RA	GB49839
GB49829-RA	GB49829
GB49828-RA	GB49828
GB49827-RA	GB49827
GB49840-RA	GB49840
GB49841-RA	GB49841
GB49842-RA	GB49842
GB49843-RA	GB49843
GB49844-RA	GB49844
GB49826-RA	GB49826
GB49845-RA	GB49845
GB49825-RA	GB49825
GB49846-RA	GB49846
GB43517-RA	GB43517
GB43518-RA	GB43518
GB43519-RA	GB43519
GB43516-RA	GB43516
GB43515-RA	GB43515
GB43514-RA	GB43514
GB43513-RA	GB43513
GB43512-RA	GB43512
GB43511-RA	GB43511
GB43510-RA	GB43510
GB43509-RA	GB43509
GB43508-RA	GB43508
GB43507-RA	GB43507
GB43520-RA	GB43520
GB43506-RA	GB43506
GB43521-RA	GB43521
GB43505-RA	GB43505
GB43504-RA	GB43504
GB43503-RA	GB43503
GB43502-RA	GB43502
GB43523-RA	GB43523
GB43526-RA	GB43526
GB43501-RA	GB43501
GB43500-RA	GB43500
GB43499-RA	GB43499
GB43498-RA	GB43498
GB43497-RA	GB43497
GB43527-RA	GB43527
GB43529-RA	GB43529
GB43496-RA	GB43496
GB43495-RA	GB43495
GB43494-RA	GB43494
GB53505-RA	GB53505
GB53504-RA	GB53504
GB53503-RA	GB53503
GB53500-RA	GB53500
GB53506-RA	GB53506
GB47254-RA	GB47254
GB47253-RA	GB47253
GB47252-RA	GB47252
GB47255-RA	GB47255
GB47256-RA	GB47256
GB47251-RA	GB47251
GB47257-RA	GB47257
GB47258-RA	GB47258
GB47250-RA	GB47250
GB47249-RA	GB47249
GB47248-RA	GB47248
GB47259-RA	GB47259
GB47260-RA	GB47260
GB47247-RA	GB47247
GB47246-RA	GB47246
GB47245-RA	GB47245
GB47244-RA	GB47244
GB47243-RA	GB47243
GB47242-RA	GB47242
GB47241-RA	GB47241
GB47262-RA	GB47262
GB47263-RA	GB47263
GB47264-RA	GB47264
GB47265-RA	GB47265
GB47240-RA	GB47240
GB47239-RA	GB47239
GB47266-RA	GB47266
GB47238-RA	GB47238
GB47237-RA	GB47237
GB47267-RA	GB47267
GB47236-RA	GB47236
GB47268-RA	GB47268
GB47235-RA	GB47235
GB47234-RA	GB47234
GB47233-RA	GB47233
GB47269-RA	GB47269
GB47232-RA	GB47232
GB47270-RA	GB47270
GB47271-RA	GB47271
GB47231-RA	GB47231
GB47272-RA	GB47272
GB47230-RA	GB47230
GB47273-RA	GB47273
GB47274-RA	GB47274
GB47229-RA	GB47229
GB47275-RA	GB47275
GB47277-RA	GB47277
GB47278-RA	GB47278
GB47279-RA	GB47279
GB47227-RA	GB47227
GB47280-RA	GB47280
GB47281-RA	GB47281
GB47282-RA	GB47282
GB47283-RA	GB47283
GB47226-RA	GB47226
GB47284-RA	GB47284
GB47285-RA	GB47285
GB47225-RA	GB47225
GB47286-RA	GB47286
GB47287-RA	GB47287
GB47288-RA	GB47288
GB47289-RA	GB47289
GB47290-RA	GB47290
GB47291-RA	GB47291
GB47292-RA	GB47292
GB47224-RA	GB47224
GB47223-RA	GB47223
GB47222-RA	GB47222
GB47221-RA	GB47221
GB47220-RA	GB47220
GB47219-RA	GB47219
GB47295-RA	GB47295
GB47296-RA	GB47296
GB47297-RA	GB47297
GB47298-RA	GB47298
GB47217-RA	GB47217
GB47299-RA	GB47299
GB47300-RA	GB47300
GB47301-RA	GB47301
GB47302-RA	GB47302
GB47303-RA	GB47303
GB47216-RA	GB47216
GB47215-RA	GB47215
GB47214-RA	GB47214
GB47304-RA	GB47304
GB47305-RA	GB47305
GB47213-RA	GB47213
GB47306-RA	GB47306
GB47212-RA	GB47212
GB47307-RA	GB47307
GB47210-RA	GB47210
GB47209-RA	GB47209
GB47208-RA	GB47208
GB47308-RA	GB47308
GB47207-RA	GB47207
GB47206-RA	GB47206
GB47309-RA	GB47309
GB47205-RA	GB47205
GB47204-RA	GB47204
GB47310-RA	GB47310
GB47203-RA	GB47203
GB47311-RA	GB47311
GB47202-RA	GB47202
GB47201-RA	GB47201
GB47313-RA	GB47313
GB47314-RA	GB47314
GB47315-RA	GB47315
GB47200-RA	GB47200
GB47199-RA	GB47199
GB47198-RA	GB47198
GB47197-RA	GB47197
GB45090-RA	GB45090
GB45089-RA	GB45089
GB45091-RA	GB45091
GB45092-RA	GB45092
GB45093-RA	GB45093
GB45088-RA	GB45088
GB45087-RA	GB45087
GB45086-RA	GB45086
GB45094-RA	GB45094
GB45095-RA	GB45095
GB45085-RA	GB45085
GB45096-RA	GB45096
GB45097-RA	GB45097
GB45098-RA	GB45098
GB45099-RA	GB45099
GB45100-RA	GB45100
GB45101-RA	GB45101
GB45084-RA	GB45084
GB45083-RA	GB45083
GB45082-RA	GB45082
GB45102-RA	GB45102
GB45081-RA	GB45081
GB45103-RA	GB45103
GB45080-RA	GB45080
GB45079-RA	GB45079
GB45104-RA	GB45104
GB45078-RA	GB45078
GB45105-RA	GB45105
GB45106-RA	GB45106
GB45077-RA	GB45077
GB45107-RA	GB45107
GB45108-RA	GB45108
GB45076-RA	GB45076
GB45075-RA	GB45075
GB45074-RA	GB45074
GB45110-RA	GB45110
GB45073-RA	GB45073
GB45072-RA	GB45072
GB45071-RA	GB45071
GB45111-RA	GB45111
GB45070-RA	GB45070
GB45069-RA	GB45069
GB45068-RA	GB45068
GB45067-RA	GB45067
GB45066-RA	GB45066
GB45065-RA	GB45065
GB45064-RA	GB45064
GB45063-RA	GB45063
GB45062-RA	GB45062
GB45112-RA	GB45112
GB45061-RA	GB45061
GB45060-RA	GB45060
GB45113-RA	GB45113
GB45058-RA	GB45058
GB45114-RA	GB45114
GB45057-RA	GB45057
GB45056-RA	GB45056
GB45055-RA	GB45055
GB45115-RA	GB45115
GB45054-RA	GB45054
GB45053-RA	GB45053
GB45052-RA	GB45052
GB45051-RA	GB45051
GB45117-RA	GB45117
GB45118-RA	GB45118
GB45050-RA	GB45050
GB45049-RA	GB45049
GB45119-RA	GB45119
GB45048-RA	GB45048
GB45120-RA	GB45120
GB45047-RA	GB45047
GB45046-RA	GB45046
GB45122-RA	GB45122
GB45123-RA	GB45123
GB45045-RA	GB45045
GB45125-RA	GB45125
GB45126-RA	GB45126
GB45044-RA	GB45044
GB45043-RA	GB45043
GB45042-RA	GB45042
GB45127-RA	GB45127
GB45041-RA	GB45041
GB45128-RA	GB45128
GB45040-RA	GB45040
GB45129-RA	GB45129
GB45130-RA	GB45130
GB45131-RA	GB45131
GB45039-RA	GB45039
GB45133-RA	GB45133
GB45134-RA	GB45134
GB45038-RA	GB45038
GB45135-RA	GB45135
GB45137-RA	GB45137
GB45138-RA	GB45138
GB45037-RA	GB45037
GB45036-RA	GB45036
GB45035-RA	GB45035
GB45139-RA	GB45139
GB45034-RA	GB45034
GB45033-RA	GB45033
GB45032-RA	GB45032
GB45140-RA	GB45140
GB45141-RA	GB45141
GB45142-RA	GB45142
GB45031-RA	GB45031
GB45143-RA	GB45143
GB45030-RA	GB45030
GB45029-RA	GB45029
GB45028-RA	GB45028
GB45144-RA	GB45144
GB45145-RA	GB45145
GB45027-RA	GB45027
GB45146-RA	GB45146
GB45026-RA	GB45026
GB45025-RA	GB45025
GB45024-RA	GB45024
GB45147-RA	GB45147
GB45148-RA	GB45148
GB45023-RA	GB45023
GB45149-RA	GB45149
GB45150-RA	GB45150
GB45020-RA	GB45020
GB45151-RA	GB45151
GB45019-RA	GB45019
GB45152-RA	GB45152
GB45018-RA	GB45018
GB45153-RA	GB45153
GB45017-RA	GB45017
GB45016-RA	GB45016
GB45015-RA	GB45015
GB45154-RA	GB45154
GB45014-RA	GB45014
GB45155-RA	GB45155
GB45013-RA	GB45013
GB45156-RA	GB45156
GB45012-RA	GB45012
GB45011-RA	GB45011
GB45010-RA	GB45010
GB45157-RA	GB45157
GB45009-RA	GB45009
GB45158-RA	GB45158
GB45008-RA	GB45008
GB45159-RA	GB45159
GB45007-RA	GB45007
GB45006-RA	GB45006
GB45160-RA	GB45160
GB45161-RA	GB45161
GB45005-RA	GB45005
GB45162-RA	GB45162
GB45164-RA	GB45164
GB45004-RA	GB45004
GB45002-RA	GB45002
GB45165-RA	GB45165
GB45166-RA	GB45166
GB45001-RA	GB45001
GB45167-RA	GB45167
GB45168-RA	GB45168
GB45169-RA	GB45169
GB45170-RA	GB45170
GB45000-RA	GB45000
GB45171-RA	GB45171
GB45172-RA	GB45172
GB44999-RA	GB44999
GB45173-RA	GB45173
GB44998-RA	GB44998
GB44997-RA	GB44997
GB45174-RA	GB45174
GB44996-RA	GB44996
GB45175-RA	GB45175
GB44995-RA	GB44995
GB44994-RA	GB44994
GB45176-RA	GB45176
GB45177-RA	GB45177
GB44993-RA	GB44993
GB45178-RA	GB45178
GB45179-RA	GB45179
GB45180-RA	GB45180
GB44992-RA	GB44992
GB45181-RA	GB45181
GB44991-RA	GB44991
GB44990-RA	GB44990
GB44989-RA	GB44989
GB44988-RA	GB44988
GB45182-RA	GB45182
GB45183-RA	GB45183
GB44987-RA	GB44987
GB45184-RA	GB45184
GB44986-RA	GB44986
GB45185-RA	GB45185
GB44985-RA	GB44985
GB45186-RA	GB45186
GB44984-RA	GB44984
GB44983-RA	GB44983
GB45187-RA	GB45187
GB44982-RA	GB44982
GB44981-RA	GB44981
GB44980-RA	GB44980
GB45188-RA	GB45188
GB44978-RA	GB44978
GB45189-RA	GB45189
GB44977-RA	GB44977
GB44976-RA	GB44976
GB45190-RA	GB45190
GB45191-RA	GB45191
GB44975-RA	GB44975
GB45192-RA	GB45192
GB45193-RA	GB45193
GB44974-RA	GB44974
GB44973-RA	GB44973
GB44972-RA	GB44972
GB44971-RA	GB44971
GB45194-RA	GB45194
GB44970-RA	GB44970
GB45195-RA	GB45195
GB44969-RA	GB44969
GB45196-RA	GB45196
GB44968-RA	GB44968
GB45197-RA	GB45197
GB44967-RA	GB44967
GB44966-RA	GB44966
GB44965-RA	GB44965
GB44964-RA	GB44964
GB45198-RA	GB45198
GB44963-RA	GB44963
GB45199-RA	GB45199
GB45200-RA	GB45200
GB44962-RA	GB44962
GB44961-RA	GB44961
GB45201-RA	GB45201
GB44960-RA	GB44960
GB45202-RA	GB45202
GB44959-RA	GB44959
GB44958-RA	GB44958
GB44957-RA	GB44957
GB45203-RA	GB45203
GB45204-RA	GB45204
GB44956-RA	GB44956
GB44955-RA	GB44955
GB44954-RA	GB44954
GB44952-RA	GB44952
GB44950-RA	GB44950
GB45205-RA	GB45205
GB44949-RA	GB44949
GB44948-RA	GB44948
GB45206-RA	GB45206
GB44947-RA	GB44947
GB44946-RA	GB44946
GB45207-RA	GB45207
GB45208-RA	GB45208
GB44945-RA	GB44945
GB45209-RA	GB45209
GB44944-RA	GB44944
GB45210-RA	GB45210
GB45211-RA	GB45211
GB44943-RA	GB44943
GB45212-RA	GB45212
GB44942-RA	GB44942
GB45213-RA	GB45213
GB44941-RA	GB44941
GB44940-RA	GB44940
GB45214-RA	GB45214
GB45215-RA	GB45215
GB44939-RA	GB44939
GB44938-RA	GB44938
GB45216-RA	GB45216
GB45217-RA	GB45217
GB45218-RA	GB45218
GB45220-RA	GB45220
GB45221-RA	GB45221
GB44937-RA	GB44937
GB44936-RA	GB44936
GB45222-RA	GB45222
GB45223-RA	GB45223
GB44935-RA	GB44935
GB45224-RA	GB45224
GB44934-RA	GB44934
GB45225-RA	GB45225
GB44933-RA	GB44933
GB45227-RA	GB45227
GB44932-RA	GB44932
GB44931-RA	GB44931
GB45228-RA	GB45228
GB44930-RA	GB44930
GB44929-RA	GB44929
GB44928-RA	GB44928
GB44927-RA	GB44927
GB44926-RA	GB44926
GB45229-RA	GB45229
GB44925-RA	GB44925
GB45230-RA	GB45230
GB44924-RA	GB44924
GB45231-RA	GB45231
GB45232-RA	GB45232
GB44923-RA	GB44923
GB44922-RA	GB44922
GB44921-RA	GB44921
GB44920-RA	GB44920
GB44919-RA	GB44919
GB45233-RA	GB45233
GB45234-RA	GB45234
GB45235-RA	GB45235
GB44918-RA	GB44918
GB44917-RA	GB44917
GB45236-RA	GB45236
GB45237-RA	GB45237
GB45238-RA	GB45238
GB45239-RA	GB45239
GB45240-RA	GB45240
GB45241-RA	GB45241
GB45242-RA	GB45242
GB45243-RA	GB45243
GB45244-RA	GB45244
GB44915-RA	GB44915
GB44914-RA	GB44914
GB44913-RA	GB44913
GB45246-RA	GB45246
GB44912-RA	GB44912
GB45247-RA	GB45247
GB45248-RA	GB45248
GB44911-RA	GB44911
GB44910-RA	GB44910
GB45249-RA	GB45249
GB44909-RA	GB44909
GB45250-RA	GB45250
GB44907-RA	GB44907
GB45251-RA	GB45251
GB45252-RA	GB45252
GB44906-RA	GB44906
GB45253-RA	GB45253
GB44905-RA	GB44905
GB45254-RA	GB45254
GB44904-RA	GB44904
GB44903-RA	GB44903
GB45255-RA	GB45255
GB44902-RA	GB44902
GB45256-RA	GB45256
GB44901-RA	GB44901
GB45257-RA	GB45257
GB44900-RA	GB44900
GB45258-RA	GB45258
GB45259-RA	GB45259
GB45260-RA	GB45260
GB44899-RA	GB44899
GB45261-RA	GB45261
GB44898-RA	GB44898
GB44897-RA	GB44897
GB45262-RA	GB45262
GB44896-RA	GB44896
GB45263-RA	GB45263
GB44895-RA	GB44895
GB45264-RA	GB45264
GB44894-RA	GB44894
GB44893-RA	GB44893
GB45265-RA	GB45265
GB44892-RA	GB44892
GB45266-RA	GB45266
GB44891-RA	GB44891
GB45267-RA	GB45267
GB45269-RA	GB45269
GB45270-RA	GB45270
GB44890-RA	GB44890
GB44889-RA	GB44889
GB45271-RA	GB45271
GB45272-RA	GB45272
GB45273-RA	GB45273
GB44888-RA	GB44888
GB45274-RA	GB45274
GB44887-RA	GB44887
GB44886-RA	GB44886
GB45275-RA	GB45275
GB45277-RA	GB45277
GB45278-RA	GB45278
GB44885-RA	GB44885
GB44884-RA	GB44884
GB45279-RA	GB45279
GB45280-RA	GB45280
GB45281-RA	GB45281
GB44883-RA	GB44883
GB45282-RA	GB45282
GB44882-RA	GB44882
GB45283-RA	GB45283
GB44881-RA	GB44881
GB45284-RA	GB45284
GB44880-RA	GB44880
GB45285-RA	GB45285
GB44879-RA	GB44879
GB44878-RA	GB44878
GB45286-RA	GB45286
GB44877-RA	GB44877
GB45287-RA	GB45287
GB44876-RA	GB44876
GB45288-RA	GB45288
GB44875-RA	GB44875
GB45289-RA	GB45289
GB45290-RA	GB45290
GB45291-RA	GB45291
GB45292-RA	GB45292
GB44873-RA	GB44873
GB44872-RA	GB44872
GB45293-RA	GB45293
GB44871-RA	GB44871
GB44870-RA	GB44870
GB44869-RA	GB44869
GB45294-RA	GB45294
GB45295-RA	GB45295
GB44868-RA	GB44868
GB44867-RA	GB44867
GB44866-RA	GB44866
GB45296-RA	GB45296
GB44865-RA	GB44865
GB45297-RA	GB45297
GB45298-RA	GB45298
GB45299-RA	GB45299
GB45300-RA	GB45300
GB45301-RA	GB45301
GB43165-RA	GB43165
GB43164-RA	GB43164
GB43167-RA	GB43167
GB43168-RA	GB43168
GB43163-RA	GB43163
GB43162-RA	GB43162
GB43161-RA	GB43161
GB43160-RA	GB43160
GB43159-RA	GB43159
GB43169-RA	GB43169
GB43158-RA	GB43158
GB43171-RA	GB43171
GB43157-RA	GB43157
GB43172-RA	GB43172
GB43156-RA	GB43156
GB43173-RA	GB43173
GB43175-RA	GB43175
GB43155-RA	GB43155
GB43154-RA	GB43154
GB43153-RA	GB43153
GB43176-RA	GB43176
GB43177-RA	GB43177
GB43178-RA	GB43178
GB43151-RA	GB43151
GB43179-RA	GB43179
GB43150-RA	GB43150
GB43149-RA	GB43149
GB43180-RA	GB43180
GB43147-RA	GB43147
GB43181-RA	GB43181
GB43146-RA	GB43146
GB43182-RA	GB43182
GB43145-RA	GB43145
GB43183-RA	GB43183
GB43144-RA	GB43144
GB43143-RA	GB43143
GB43142-RA	GB43142
GB43141-RA	GB43141
GB43140-RA	GB43140
GB43139-RA	GB43139
GB43138-RA	GB43138
GB43137-RA	GB43137
GB43136-RA	GB43136
GB43184-RA	GB43184
GB43135-RA	GB43135
GB43185-RA	GB43185
GB43134-RA	GB43134
GB43133-RA	GB43133
GB43132-RA	GB43132
GB43186-RA	GB43186
GB43131-RA	GB43131
GB43187-RA	GB43187
GB43188-RA	GB43188
GB43189-RA	GB43189
GB43130-RA	GB43130
GB43129-RA	GB43129
GB43191-RA	GB43191
GB43128-RA	GB43128
GB43127-RA	GB43127
GB43192-RA	GB43192
GB43193-RA	GB43193
GB43126-RA	GB43126
GB43194-RA	GB43194
GB43125-RA	GB43125
GB43195-RA	GB43195
GB43196-RA	GB43196
GB43124-RA	GB43124
GB43197-RA	GB43197
GB43198-RA	GB43198
GB43123-RA	GB43123
GB43199-RA	GB43199
GB43122-RA	GB43122
GB43121-RA	GB43121
GB43200-RA	GB43200
GB43120-RA	GB43120
GB43201-RA	GB43201
GB43119-RA	GB43119
GB43202-RA	GB43202
GB43118-RA	GB43118
GB43117-RA	GB43117
GB43203-RA	GB43203
GB43116-RA	GB43116
GB43204-RA	GB43204
GB43205-RA	GB43205
GB43115-RA	GB43115
GB43114-RA	GB43114
GB43206-RA	GB43206
GB43207-RA	GB43207
GB43113-RA	GB43113
GB43208-RA	GB43208
GB43112-RA	GB43112
GB43111-RA	GB43111
GB43110-RA	GB43110
GB43209-RA	GB43209
GB43210-RA	GB43210
GB43108-RA	GB43108
GB43211-RA	GB43211
GB43107-RA	GB43107
GB43212-RA	GB43212
GB43213-RA	GB43213
GB43214-RA	GB43214
GB43215-RA	GB43215
GB43106-RA	GB43106
GB43105-RA	GB43105
GB43104-RA	GB43104
GB43216-RA	GB43216
GB43103-RA	GB43103
GB43217-RA	GB43217
GB43102-RA	GB43102
GB43101-RA	GB43101
GB43100-RA	GB43100
GB43218-RA	GB43218
GB43219-RA	GB43219
GB43099-RA	GB43099
GB43220-RA	GB43220
GB43098-RA	GB43098
GB43097-RA	GB43097
GB43096-RA	GB43096
GB43221-RA	GB43221
GB43222-RA	GB43222
GB43095-RA	GB43095
GB43094-RA	GB43094
GB43223-RA	GB43223
GB43093-RA	GB43093
GB43224-RA	GB43224
GB43225-RA	GB43225
GB43092-RA	GB43092
GB43226-RA	GB43226
GB43227-RA	GB43227
GB43091-RA	GB43091
GB43228-RA	GB43228
GB43090-RA	GB43090
GB43089-RA	GB43089
GB43229-RA	GB43229
GB43088-RA	GB43088
GB43230-RA	GB43230
GB43087-RA	GB43087
GB43231-RA	GB43231
GB43232-RA	GB43232
GB43086-RA	GB43086
GB43233-RA	GB43233
GB43085-RA	GB43085
GB43234-RA	GB43234
GB43084-RA	GB43084
GB43083-RA	GB43083
GB43081-RA	GB43081
GB43235-RA	GB43235
GB43236-RA	GB43236
GB43080-RA	GB43080
GB43079-RA	GB43079
GB43078-RA	GB43078
GB43077-RA	GB43077
GB43076-RA	GB43076
GB43075-RA	GB43075
GB43074-RA	GB43074
GB43237-RA	GB43237
GB43238-RA	GB43238
GB43239-RA	GB43239
GB43962-RA	GB43962
GB43963-RA	GB43963
GB43964-RA	GB43964
GB43960-RA	GB43960
GB43965-RA	GB43965
GB43966-RA	GB43966
GB43959-RA	GB43959
GB43958-RA	GB43958
GB43957-RA	GB43957
GB43956-RA	GB43956
GB43955-RA	GB43955
GB43954-RA	GB43954
GB43968-RA	GB43968
GB43953-RA	GB43953
GB43969-RA	GB43969
GB43952-RA	GB43952
GB43951-RA	GB43951
GB43949-RA	GB43949
GB43971-RA	GB43971
GB43948-RA	GB43948
GB43972-RA	GB43972
GB43974-RA	GB43974
GB43975-RA	GB43975
GB43976-RA	GB43976
GB43947-RA	GB43947
GB43977-RA	GB43977
GB43978-RA	GB43978
GB43946-RA	GB43946
GB43980-RA	GB43980
GB43945-RA	GB43945
GB43981-RA	GB43981
GB43982-RA	GB43982
GB43983-RA	GB43983
GB43944-RA	GB43944
GB43943-RA	GB43943
GB43942-RA	GB43942
GB43984-RA	GB43984
GB43941-RA	GB43941
GB43940-RA	GB43940
GB43985-RA	GB43985
GB43986-RA	GB43986
GB43939-RA	GB43939
GB43987-RA	GB43987
GB43938-RA	GB43938
GB43988-RA	GB43988
GB43937-RA	GB43937
GB43936-RA	GB43936
GB43989-RA	GB43989
GB43935-RA	GB43935
GB43934-RA	GB43934
GB43990-RA	GB43990
GB43991-RA	GB43991
GB43933-RA	GB43933
GB43932-RA	GB43932
GB52238-RA	GB52238
GB52239-RA	GB52239
GB52237-RA	GB52237
GB52236-RA	GB52236
GB52235-RA	GB52235
GB52234-RA	GB52234
GB49667-RA	GB49667
GB49668-RA	GB49668
GB49666-RA	GB49666
GB49665-RA	GB49665
GB49664-RA	GB49664
GB49669-RA	GB49669
GB49670-RA	GB49670
GB49671-RA	GB49671
GB49672-RA	GB49672
GB49663-RA	GB49663
GB55191-RA	GB55191
GB55190-RA	GB55190
GB55189-RA	GB55189
GB55188-RA	GB55188
GB55187-RA	GB55187
GB55192-RA	GB55192
GB55186-RA	GB55186
GB55193-RA	GB55193
GB55185-RA	GB55185
GB55184-RA	GB55184
GB55194-RA	GB55194
GB55183-RA	GB55183
GB55195-RA	GB55195
GB55196-RA	GB55196
GB55197-RA	GB55197
GB55181-RA	GB55181
GB55180-RA	GB55180
GB55198-RA	GB55198
GB55179-RA	GB55179
GB55199-RA	GB55199
GB55178-RA	GB55178
GB55177-RA	GB55177
GB55200-RA	GB55200
GB55175-RA	GB55175
GB55174-RA	GB55174
GB55172-RA	GB55172
GB55201-RA	GB55201
GB55171-RA	GB55171
GB55202-RA	GB55202
GB55203-RA	GB55203
GB55204-RA	GB55204
GB55205-RA	GB55205
GB55206-RA	GB55206
GB55207-RA	GB55207
GB55208-RA	GB55208
GB55209-RA	GB55209
GB55210-RA	GB55210
GB55211-RA	GB55211
GB55212-RA	GB55212
GB55213-RA	GB55213
GB55214-RA	GB55214
GB55215-RA	GB55215
GB55216-RA	GB55216
GB55217-RA	GB55217
GB55218-RA	GB55218
GB55219-RA	GB55219
GB55170-RA	GB55170
GB55169-RA	GB55169
GB55168-RA	GB55168
GB55220-RA	GB55220
GB55166-RA	GB55166
GB55165-RA	GB55165
GB55164-RA	GB55164
GB55163-RA	GB55163
GB55162-RA	GB55162
GB55161-RA	GB55161
GB55222-RA	GB55222
GB55160-RA	GB55160
GB55159-RA	GB55159
GB55223-RA	GB55223
GB55158-RA	GB55158
GB55157-RA	GB55157
GB55156-RA	GB55156
GB55224-RA	GB55224
GB55155-RA	GB55155
GB55225-RA	GB55225
GB55226-RA	GB55226
GB55154-RA	GB55154
GB55227-RA	GB55227
GB55228-RA	GB55228
GB55153-RA	GB55153
GB55229-RA	GB55229
GB55152-RA	GB55152
GB55230-RA	GB55230
GB55151-RA	GB55151
GB55231-RA	GB55231
GB55150-RA	GB55150
GB55149-RA	GB55149
GB55148-RA	GB55148
GB55147-RA	GB55147
GB55232-RA	GB55232
GB55146-RA	GB55146
GB55145-RA	GB55145
GB55233-RA	GB55233
GB55144-RA	GB55144
GB55143-RA	GB55143
GB55235-RA	GB55235
GB55142-RA	GB55142
GB55236-RA	GB55236
GB55237-RA	GB55237
GB55141-RA	GB55141
GB55238-RA	GB55238
GB55239-RA	GB55239
GB55240-RA	GB55240
GB55140-RA	GB55140
GB55241-RA	GB55241
GB55242-RA	GB55242
GB55139-RA	GB55139
GB55243-RA	GB55243
GB55244-RA	GB55244
GB55245-RA	GB55245
GB55246-RA	GB55246
GB55247-RA	GB55247
GB55138-RA	GB55138
GB55248-RA	GB55248
GB55137-RA	GB55137
GB55136-RA	GB55136
GB55250-RA	GB55250
GB55251-RA	GB55251
GB43657-RA	GB43657
GB43658-RA	GB43658
GB43656-RA	GB43656
GB43659-RA	GB43659
GB43660-RA	GB43660
GB43655-RA	GB43655
GB43661-RA	GB43661
GB43662-RA	GB43662
GB43654-RA	GB43654
GB43663-RA	GB43663
GB43664-RA	GB43664
GB43665-RA	GB43665
GB43666-RA	GB43666
GB43653-RA	GB43653
GB42096-RA	GB42096
GB42097-RA	GB42097
GB42095-RA	GB42095
GB42094-RA	GB42094
GB42093-RA	GB42093
GB42091-RA	GB42091
GB42090-RA	GB42090
GB53610-RA	GB53610
GB53611-RA	GB53611
GB53613-RA	GB53613
GB53614-RA	GB53614
GB53609-RA	GB53609
GB53607-RA	GB53607
GB53615-RA	GB53615
GB53616-RA	GB53616
GB53617-RA	GB53617
GB53618-RA	GB53618
GB53619-RA	GB53619
GB53620-RA	GB53620
GB53621-RA	GB53621
GB53622-RA	GB53622
GB53623-RA	GB53623
GB53624-RA	GB53624
GB53625-RA	GB53625
GB53626-RA	GB53626
GB53606-RA	GB53606
GB53605-RA	GB53605
GB53627-RA	GB53627
GB53628-RA	GB53628
GB52546-RA	GB52546
GB52547-RA	GB52547
GB52548-RA	GB52548
GB52549-RA	GB52549
GB52545-RA	GB52545
GB52550-RA	GB52550
GB52551-RA	GB52551
GB52552-RA	GB52552
GB52543-RA	GB52543
GB52542-RA	GB52542
GB52541-RA	GB52541
GB52553-RA	GB52553
GB52554-RA	GB52554
GB52540-RA	GB52540
GB52555-RA	GB52555
GB52539-RA	GB52539
GB52557-RA	GB52557
GB52558-RA	GB52558
GB52559-RA	GB52559
GB52538-RA	GB52538
GB52537-RA	GB52537
GB52560-RA	GB52560
GB52536-RA	GB52536
GB40661-RA	GB40661
GB40662-RA	GB40662
GB40663-RA	GB40663
GB40664-RA	GB40664
GB40665-RA	GB40665
GB40666-RA	GB40666
GB40667-RA	GB40667
GB40668-RA	GB40668
GB40669-RA	GB40669
GB40670-RA	GB40670
GB40660-RA	GB40660
GB40659-RA	GB40659
GB40658-RA	GB40658
GB40671-RA	GB40671
GB40657-RA	GB40657
GB40672-RA	GB40672
GB40656-RA	GB40656
GB40655-RA	GB40655
GB40654-RA	GB40654
GB40673-RA	GB40673
GB40653-RA	GB40653
GB40674-RA	GB40674
GB40676-RA	GB40676
GB40652-RA	GB40652
GB40651-RA	GB40651
GB40677-RA	GB40677
GB40650-RA	GB40650
GB40649-RA	GB40649
GB40678-RA	GB40678
GB40648-RA	GB40648
GB40679-RA	GB40679
GB40647-RA	GB40647
GB40646-RA	GB40646
GB40645-RA	GB40645
GB40644-RA	GB40644
GB40643-RA	GB40643
GB40680-RA	GB40680
GB40642-RA	GB40642
