taget_id	GeneID
GB41269-RA	GB41269
GB41201-RA	GB41201
GB41270-RA	GB41270
GB46131-RA	GB46131
GB46132-RA	GB46132
GB46130-RA	GB46130
GB46129-RA	GB46129
GB46128-RA	GB46128
GB46133-RA	GB46133
GB46134-RA	GB46134
GB46136-RA	GB46136
GB46139-RA	GB46139
GB46140-RA	GB46140
GB46127-RA	GB46127
GB46126-RA	GB46126
GB46125-RA	GB46125
GB46124-RA	GB46124
GB46123-RA	GB46123
GB46122-RA	GB46122
GB46141-RA	GB46141
GB46142-RA	GB46142
GB46121-RA	GB46121
GB46120-RA	GB46120
GB46143-RA	GB46143
GB46144-RA	GB46144
GB46145-RA	GB46145
GB46146-RA	GB46146
GB46119-RA	GB46119
GB46147-RA	GB46147
GB46118-RA	GB46118
GB46117-RA	GB46117
GB46116-RA	GB46116
GB46115-RA	GB46115
GB46148-RA	GB46148
GB46114-RA	GB46114
GB46149-RA	GB46149
GB46113-RA	GB46113
GB46150-RA	GB46150
GB46151-RA	GB46151
GB46112-RA	GB46112
GB46152-RA	GB46152
GB46153-RA	GB46153
GB50636-RA	GB50636
GB50637-RA	GB50637
GB50638-RA	GB50638
GB50639-RA	GB50639
GB50640-RA	GB50640
GB50635-RA	GB50635
GB50641-RA	GB50641
GB50634-RA	GB50634
GB50642-RA	GB50642
GB50643-RA	GB50643
GB50633-RA	GB50633
GB50644-RA	GB50644
GB51901-RA	GB51901
GB51902-RA	GB51902
GB51903-RA	GB51903
GB51900-RA	GB51900
GB51899-RA	GB51899
GB51904-RA	GB51904
GB51905-RA	GB51905
GB51898-RA	GB51898
GB51906-RA	GB51906
GB51897-RA	GB51897
GB51896-RA	GB51896
GB51895-RA	GB51895
GB51894-RA	GB51894
GB51893-RA	GB51893
GB51908-RA	GB51908
GB51892-RA	GB51892
GB51909-RA	GB51909
GB51910-RA	GB51910
GB51911-RA	GB51911
GB51889-RA	GB51889
GB51912-RA	GB51912
GB51913-RA	GB51913
GB51888-RA	GB51888
GB51914-RA	GB51914
GB51887-RA	GB51887
GB51915-RA	GB51915
GB51886-RA	GB51886
GB51916-RA	GB51916
GB51885-RA	GB51885
GB51917-RA	GB51917
GB51884-RA	GB51884
GB51918-RA	GB51918
GB51883-RA	GB51883
GB51919-RA	GB51919
GB51920-RA	GB51920
GB51881-RA	GB51881
GB49098-RA	GB49098
GB49097-RA	GB49097
GB49099-RA	GB49099
GB49100-RA	GB49100
GB49096-RA	GB49096
GB49101-RA	GB49101
GB49095-RA	GB49095
GB49102-RA	GB49102
GB49094-RA	GB49094
GB49103-RA	GB49103
GB49093-RA	GB49093
GB49104-RA	GB49104
GB49091-RA	GB49091
GB49105-RA	GB49105
GB49106-RA	GB49106
GB49090-RA	GB49090
GB49107-RA	GB49107
GB49089-RA	GB49089
GB49108-RA	GB49108
GB49109-RA	GB49109
GB49110-RA	GB49110
GB49087-RA	GB49087
GB49111-RA	GB49111
GB49086-RA	GB49086
GB49112-RA	GB49112
GB49113-RA	GB49113
GB49085-RA	GB49085
GB49114-RA	GB49114
GB49084-RA	GB49084
GB49083-RA	GB49083
GB49115-RA	GB49115
GB49082-RA	GB49082
GB49116-RA	GB49116
GB49117-RA	GB49117
GB49081-RA	GB49081
GB49080-RA	GB49080
GB49118-RA	GB49118
GB49119-RA	GB49119
GB49079-RA	GB49079
GB49120-RA	GB49120
GB49121-RA	GB49121
GB49122-RA	GB49122
GB49123-RA	GB49123
GB49124-RA	GB49124
GB49078-RA	GB49078
GB49125-RA	GB49125
GB49076-RA	GB49076
GB49075-RA	GB49075
GB49126-RA	GB49126
GB49074-RA	GB49074
GB49073-RA	GB49073
GB49072-RA	GB49072
GB49127-RA	GB49127
GB49071-RA	GB49071
GB49128-RA	GB49128
GB49129-RA	GB49129
GB49130-RA	GB49130
GB49069-RA	GB49069
GB49131-RA	GB49131
GB49068-RA	GB49068
GB49132-RA	GB49132
GB49067-RA	GB49067
GB49134-RA	GB49134
GB49066-RA	GB49066
GB49135-RA	GB49135
GB49065-RA	GB49065
GB49064-RA	GB49064
GB49063-RA	GB49063
GB49062-RA	GB49062
GB49060-RA	GB49060
GB49137-RA	GB49137
GB49138-RA	GB49138
GB49058-RA	GB49058
GB49139-RA	GB49139
GB49057-RA	GB49057
GB49056-RA	GB49056
GB49055-RA	GB49055
GB49054-RA	GB49054
GB49140-RA	GB49140
GB49053-RA	GB49053
GB46903-RA	GB46903
GB46904-RA	GB46904
GB46902-RA	GB46902
GB46906-RA	GB46906
GB46900-RA	GB46900
GB46907-RA	GB46907
GB46899-RA	GB46899
GB46898-RA	GB46898
GB46908-RA	GB46908
GB46897-RA	GB46897
GB46896-RA	GB46896
GB46909-RA	GB46909
GB46895-RA	GB46895
GB46910-RA	GB46910
GB46894-RA	GB46894
GB46911-RA	GB46911
GB46893-RA	GB46893
GB46912-RA	GB46912
GB46892-RA	GB46892
GB46913-RA	GB46913
GB46891-RA	GB46891
GB46914-RA	GB46914
GB46890-RA	GB46890
GB46889-RA	GB46889
GB46915-RA	GB46915
GB46888-RA	GB46888
GB46916-RA	GB46916
GB46917-RA	GB46917
GB46887-RA	GB46887
GB46886-RA	GB46886
GB46918-RA	GB46918
GB46919-RA	GB46919
GB46885-RA	GB46885
GB46884-RA	GB46884
GB46883-RA	GB46883
GB46920-RA	GB46920
GB46921-RA	GB46921
GB46922-RA	GB46922
GB46882-RA	GB46882
GB46881-RA	GB46881
GB46923-RA	GB46923
GB46924-RA	GB46924
GB46925-RA	GB46925
GB46880-RA	GB46880
GB46879-RA	GB46879
GB46926-RA	GB46926
GB46927-RA	GB46927
GB46878-RA	GB46878
GB46877-RA	GB46877
GB46928-RA	GB46928
GB46929-RA	GB46929
GB46876-RA	GB46876
GB46930-RA	GB46930
GB46931-RA	GB46931
GB46932-RA	GB46932
GB46935-RA	GB46935
GB46936-RA	GB46936
GB46937-RA	GB46937
GB46875-RA	GB46875
GB46938-RA	GB46938
GB46939-RA	GB46939
GB46940-RA	GB46940
GB46941-RA	GB46941
GB46942-RA	GB46942
GB46874-RA	GB46874
GB46944-RA	GB46944
GB46873-RA	GB46873
GB46872-RA	GB46872
GB46871-RA	GB46871
GB46945-RA	GB46945
GB46870-RA	GB46870
GB46869-RA	GB46869
GB46946-RA	GB46946
GB46868-RA	GB46868
GB46867-RA	GB46867
GB46865-RA	GB46865
GB46864-RA	GB46864
GB46947-RA	GB46947
GB46863-RA	GB46863
GB46861-RA	GB46861
GB46860-RA	GB46860
GB46948-RA	GB46948
GB46859-RA	GB46859
GB46858-RA	GB46858
GB46855-RA	GB46855
GB46854-RA	GB46854
GB46952-RA	GB46952
GB46853-RA	GB46853
GB46953-RA	GB46953
GB46954-RA	GB46954
GB46852-RA	GB46852
GB46955-RA	GB46955
GB46851-RA	GB46851
GB46956-RA	GB46956
GB46957-RA	GB46957
GB46850-RA	GB46850
GB46849-RA	GB46849
GB46847-RA	GB46847
GB46958-RA	GB46958
GB46846-RA	GB46846
GB46959-RA	GB46959
GB46960-RA	GB46960
GB46961-RA	GB46961
GB46845-RA	GB46845
GB46962-RA	GB46962
GB46844-RA	GB46844
GB46963-RA	GB46963
GB46964-RA	GB46964
GB46965-RA	GB46965
GB51500-RA	GB51500
GB51499-RA	GB51499
GB51498-RA	GB51498
GB51501-RA	GB51501
GB51502-RA	GB51502
GB51497-RA	GB51497
GB51503-RA	GB51503
GB51496-RA	GB51496
GB51504-RA	GB51504
GB51505-RA	GB51505
GB51506-RA	GB51506
GB51508-RA	GB51508
GB51509-RA	GB51509
GB51510-RA	GB51510
GB51511-RA	GB51511
GB51495-RA	GB51495
GB51512-RA	GB51512
GB51494-RA	GB51494
GB51513-RA	GB51513
GB51493-RA	GB51493
GB51492-RA	GB51492
GB51491-RA	GB51491
GB51514-RA	GB51514
GB51515-RA	GB51515
GB51490-RA	GB51490
GB51516-RA	GB51516
GB51517-RA	GB51517
GB51518-RA	GB51518
GB51519-RA	GB51519
GB51520-RA	GB51520
GB51521-RA	GB51521
GB51522-RA	GB51522
GB51489-RA	GB51489
GB51488-RA	GB51488
GB51487-RA	GB51487
GB51486-RA	GB51486
GB51524-RA	GB51524
GB51485-RA	GB51485
GB51484-RA	GB51484
GB51525-RA	GB51525
GB51483-RA	GB51483
GB51526-RA	GB51526
GB51482-RA	GB51482
GB51527-RA	GB51527
GB51528-RA	GB51528
GB51481-RA	GB51481
GB51529-RA	GB51529
GB51480-RA	GB51480
GB51530-RA	GB51530
GB51479-RA	GB51479
GB51478-RA	GB51478
GB55797-RA	GB55797
GB55796-RA	GB55796
GB55795-RA	GB55795
GB55798-RA	GB55798
GB55799-RA	GB55799
GB55800-RA	GB55800
GB55794-RA	GB55794
GB55801-RA	GB55801
GB55793-RA	GB55793
GB55792-RA	GB55792
GB55791-RA	GB55791
GB55802-RA	GB55802
GB55790-RA	GB55790
GB55803-RA	GB55803
GB55804-RA	GB55804
GB55805-RA	GB55805
GB55789-RA	GB55789
GB55788-RA	GB55788
GB55807-RA	GB55807
GB55808-RA	GB55808
GB55809-RA	GB55809
GB55787-RA	GB55787
GB55786-RA	GB55786
GB55810-RA	GB55810
GB55811-RA	GB55811
GB55785-RA	GB55785
GB55784-RA	GB55784
GB55812-RA	GB55812
GB55813-RA	GB55813
GB55783-RA	GB55783
GB55814-RA	GB55814
GB55815-RA	GB55815
GB55816-RA	GB55816
GB55817-RA	GB55817
GB55818-RA	GB55818
GB55819-RA	GB55819
GB55820-RA	GB55820
GB55821-RA	GB55821
GB55822-RA	GB55822
GB55782-RA	GB55782
GB55823-RA	GB55823
GB55781-RA	GB55781
GB55780-RA	GB55780
GB55779-RA	GB55779
GB55778-RA	GB55778
GB55777-RA	GB55777
GB55824-RA	GB55824
GB55776-RA	GB55776
GB55775-RA	GB55775
GB55774-RA	GB55774
GB55825-RA	GB55825
GB55773-RA	GB55773
GB55826-RA	GB55826
GB55772-RA	GB55772
GB55771-RA	GB55771
GB55827-RA	GB55827
GB55770-RA	GB55770
GB55828-RA	GB55828
GB55829-RA	GB55829
GB55769-RA	GB55769
GB55830-RA	GB55830
GB55831-RA	GB55831
GB55768-RA	GB55768
GB55767-RA	GB55767
GB55766-RA	GB55766
GB55765-RA	GB55765
GB55764-RA	GB55764
GB55762-RA	GB55762
GB55761-RA	GB55761
GB55832-RA	GB55832
GB55760-RA	GB55760
GB55833-RA	GB55833
GB55758-RA	GB55758
GB55757-RA	GB55757
GB55834-RA	GB55834
GB55756-RA	GB55756
GB55755-RA	GB55755
GB55754-RA	GB55754
GB55835-RA	GB55835
GB55753-RA	GB55753
GB55837-RA	GB55837
GB55752-RA	GB55752
GB55751-RA	GB55751
GB55750-RA	GB55750
GB55749-RA	GB55749
GB55839-RA	GB55839
GB55840-RA	GB55840
GB55748-RA	GB55748
GB55841-RA	GB55841
GB55842-RA	GB55842
GB55843-RA	GB55843
GB55747-RA	GB55747
GB55844-RA	GB55844
GB55746-RA	GB55746
GB55846-RA	GB55846
GB55847-RA	GB55847
GB55848-RA	GB55848
GB55849-RA	GB55849
GB55744-RA	GB55744
GB55850-RA	GB55850
GB55851-RA	GB55851
GB55743-RA	GB55743
GB55852-RA	GB55852
GB55853-RA	GB55853
GB55854-RA	GB55854
GB55855-RA	GB55855
GB55742-RA	GB55742
GB55741-RA	GB55741
GB55856-RA	GB55856
GB55858-RA	GB55858
GB55859-RA	GB55859
GB55860-RA	GB55860
GB53687-RA	GB53687
GB53688-RA	GB53688
GB53689-RA	GB53689
GB53685-RA	GB53685
GB53690-RA	GB53690
GB53683-RA	GB53683
GB53682-RA	GB53682
GB53691-RA	GB53691
GB53692-RA	GB53692
GB53681-RA	GB53681
GB53693-RA	GB53693
GB53694-RA	GB53694
GB53680-RA	GB53680
GB53679-RA	GB53679
GB53695-RA	GB53695
GB53677-RA	GB53677
GB53696-RA	GB53696
GB53676-RA	GB53676
GB53697-RA	GB53697
GB53698-RA	GB53698
GB53675-RA	GB53675
GB53674-RA	GB53674
GB53699-RA	GB53699
GB53700-RA	GB53700
GB53673-RA	GB53673
GB53701-RA	GB53701
GB53702-RA	GB53702
GB53703-RA	GB53703
GB53705-RA	GB53705
GB53672-RA	GB53672
GB53671-RA	GB53671
GB53706-RA	GB53706
GB53670-RA	GB53670
GB53707-RA	GB53707
GB53669-RA	GB53669
GB53708-RA	GB53708
GB53668-RA	GB53668
GB53667-RA	GB53667
GB53709-RA	GB53709
GB53666-RA	GB53666
GB53710-RA	GB53710
GB53665-RA	GB53665
GB53711-RA	GB53711
GB53712-RA	GB53712
GB53713-RA	GB53713
GB53664-RA	GB53664
GB53714-RA	GB53714
GB53715-RA	GB53715
GB53716-RA	GB53716
GB53663-RA	GB53663
GB53717-RA	GB53717
GB53662-RA	GB53662
GB53661-RA	GB53661
GB53660-RA	GB53660
GB53719-RA	GB53719
GB53659-RA	GB53659
GB53720-RA	GB53720
GB53721-RA	GB53721
GB53658-RA	GB53658
GB53657-RA	GB53657
GB53722-RA	GB53722
GB53723-RA	GB53723
GB53656-RA	GB53656
GB53655-RA	GB53655
GB53724-RA	GB53724
GB53725-RA	GB53725
GB53654-RA	GB53654
GB53726-RA	GB53726
GB53653-RA	GB53653
GB53652-RA	GB53652
GB53727-RA	GB53727
GB53651-RA	GB53651
GB53728-RA	GB53728
GB53650-RA	GB53650
GB53729-RA	GB53729
GB53730-RA	GB53730
GB53649-RA	GB53649
GB53648-RA	GB53648
GB53731-RA	GB53731
GB53732-RA	GB53732
GB53647-RA	GB53647
GB53733-RA	GB53733
GB53646-RA	GB53646
GB53735-RA	GB53735
GB53645-RA	GB53645
GB53736-RA	GB53736
GB53737-RA	GB53737
GB53738-RA	GB53738
GB53644-RA	GB53644
GB53739-RA	GB53739
GB53643-RA	GB53643
GB53740-RA	GB53740
GB53741-RA	GB53741
GB53742-RA	GB53742
GB53641-RA	GB53641
GB53743-RA	GB53743
GB53744-RA	GB53744
GB53745-RA	GB53745
GB53746-RA	GB53746
GB53640-RA	GB53640
GB53747-RA	GB53747
GB53639-RA	GB53639
GB53638-RA	GB53638
GB53748-RA	GB53748
GB53637-RA	GB53637
GB53749-RA	GB53749
GB53636-RA	GB53636
GB53635-RA	GB53635
GB53750-RA	GB53750
GB53751-RA	GB53751
GB53752-RA	GB53752
GB53753-RA	GB53753
GB53754-RA	GB53754
GB53634-RA	GB53634
GB53755-RA	GB53755
GB53633-RA	GB53633
GB53756-RA	GB53756
GB53632-RA	GB53632
GB49645-RA	GB49645
GB49646-RA	GB49646
GB49647-RA	GB49647
GB49648-RA	GB49648
GB49644-RA	GB49644
GB49649-RA	GB49649
GB49650-RA	GB49650
GB49643-RA	GB49643
GB49651-RA	GB49651
GB49652-RA	GB49652
GB49642-RA	GB49642
GB49653-RA	GB49653
GB49641-RA	GB49641
GB49654-RA	GB49654
GB49640-RA	GB49640
GB49639-RA	GB49639
GB49638-RA	GB49638
GB49655-RA	GB49655
GB49637-RA	GB49637
GB49656-RA	GB49656
GB49657-RA	GB49657
GB49635-RA	GB49635
GB49634-RA	GB49634
GB49658-RA	GB49658
GB49659-RA	GB49659
GB49633-RA	GB49633
GB49632-RA	GB49632
GB49660-RA	GB49660
GB49661-RA	GB49661
GB42990-RA	GB42990
GB42991-RA	GB42991
GB42992-RA	GB42992
GB42989-RA	GB42989
GB42993-RA	GB42993
GB42994-RA	GB42994
GB42988-RA	GB42988
GB42987-RA	GB42987
GB42995-RA	GB42995
GB42986-RA	GB42986
GB42985-RA	GB42985
GB42984-RA	GB42984
GB42996-RA	GB42996
GB42983-RA	GB42983
GB42997-RA	GB42997
GB42998-RA	GB42998
GB42981-RA	GB42981
GB42999-RA	GB42999
GB43000-RA	GB43000
GB42980-RA	GB42980
GB40999-RA	GB40999
GB41000-RA	GB41000
GB40998-RA	GB40998
GB40997-RA	GB40997
GB41001-RA	GB41001
GB41002-RA	GB41002
GB40996-RA	GB40996
GB41003-RA	GB41003
GB40995-RA	GB40995
GB40994-RA	GB40994
GB40993-RA	GB40993
GB41004-RA	GB41004
GB41005-RA	GB41005
GB46565-RA	GB46565
GB46567-RA	GB46567
GB46564-RA	GB46564
GB46563-RA	GB46563
GB46568-RA	GB46568
GB46562-RA	GB46562
GB46569-RA	GB46569
GB46570-RA	GB46570
GB46561-RA	GB46561
GB46560-RA	GB46560
GB44106-RA	GB44106
GB44105-RA	GB44105
GB44104-RA	GB44104
GB44103-RA	GB44103
GB44107-RA	GB44107
GB44102-RA	GB44102
GB44108-RA	GB44108
GB44109-RA	GB44109
GB44110-RA	GB44110
GB44101-RA	GB44101
GB44111-RA	GB44111
GB44112-RA	GB44112
GB44100-RA	GB44100
GB44099-RA	GB44099
GB44113-RA	GB44113
GB44098-RA	GB44098
GB44097-RA	GB44097
GB44114-RA	GB44114
GB44115-RA	GB44115
GB44096-RA	GB44096
GB44095-RA	GB44095
GB44093-RA	GB44093
GB44092-RA	GB44092
GB44116-RA	GB44116
GB44117-RA	GB44117
GB44118-RA	GB44118
GB44119-RA	GB44119
GB44091-RA	GB44091
GB44090-RA	GB44090
GB44089-RA	GB44089
GB44088-RA	GB44088
GB44086-RA	GB44086
GB44120-RA	GB44120
GB44121-RA	GB44121
GB44122-RA	GB44122
GB44085-RA	GB44085
GB44084-RA	GB44084
GB44083-RA	GB44083
GB44123-RA	GB44123
GB44082-RA	GB44082
GB44081-RA	GB44081
GB44124-RA	GB44124
GB44080-RA	GB44080
GB44125-RA	GB44125
GB44126-RA	GB44126
GB44127-RA	GB44127
GB44079-RA	GB44079
GB44128-RA	GB44128
GB44129-RA	GB44129
GB44130-RA	GB44130
GB44078-RA	GB44078
GB44077-RA	GB44077
GB44131-RA	GB44131
GB44132-RA	GB44132
GB44076-RA	GB44076
GB44133-RA	GB44133
GB44134-RA	GB44134
GB44075-RA	GB44075
GB44074-RA	GB44074
GB44073-RA	GB44073
GB44135-RA	GB44135
GB44136-RA	GB44136
GB44072-RA	GB44072
GB44137-RA	GB44137
GB44138-RA	GB44138
GB44071-RA	GB44071
GB44139-RA	GB44139
GB44140-RA	GB44140
GB44070-RA	GB44070
GB44141-RA	GB44141
GB44142-RA	GB44142
GB44143-RA	GB44143
GB44069-RA	GB44069
GB44068-RA	GB44068
GB44144-RA	GB44144
GB44067-RA	GB44067
GB44066-RA	GB44066
GB44065-RA	GB44065
GB44145-RA	GB44145
GB44146-RA	GB44146
GB44064-RA	GB44064
GB44147-RA	GB44147
GB44063-RA	GB44063
GB44148-RA	GB44148
GB44149-RA	GB44149
GB44150-RA	GB44150
GB44151-RA	GB44151
GB44152-RA	GB44152
GB44062-RA	GB44062
GB44153-RA	GB44153
GB44154-RA	GB44154
GB44061-RA	GB44061
GB44155-RA	GB44155
GB44156-RA	GB44156
GB44060-RA	GB44060
GB44059-RA	GB44059
GB44157-RA	GB44157
GB44158-RA	GB44158
GB44159-RA	GB44159
GB44160-RA	GB44160
GB44161-RA	GB44161
GB44162-RA	GB44162
GB44163-RA	GB44163
GB44058-RA	GB44058
GB44164-RA	GB44164
GB44056-RA	GB44056
GB44055-RA	GB44055
GB44054-RA	GB44054
GB44165-RA	GB44165
GB44053-RA	GB44053
GB44166-RA	GB44166
GB44052-RA	GB44052
GB44051-RA	GB44051
GB44050-RA	GB44050
GB44167-RA	GB44167
GB44049-RA	GB44049
GB44168-RA	GB44168
GB44169-RA	GB44169
GB44170-RA	GB44170
GB44048-RA	GB44048
GB44171-RA	GB44171
GB44172-RA	GB44172
GB44047-RA	GB44047
GB44046-RA	GB44046
GB44045-RA	GB44045
GB44044-RA	GB44044
GB44173-RA	GB44173
GB44174-RA	GB44174
GB44043-RA	GB44043
GB44042-RA	GB44042
GB44041-RA	GB44041
GB44175-RA	GB44175
GB44040-RA	GB44040
GB44176-RA	GB44176
GB44177-RA	GB44177
GB44178-RA	GB44178
GB44179-RA	GB44179
GB44180-RA	GB44180
GB44181-RA	GB44181
GB44183-RA	GB44183
GB44039-RA	GB44039
GB44184-RA	GB44184
GB44185-RA	GB44185
GB44186-RA	GB44186
GB44038-RA	GB44038
GB44037-RA	GB44037
GB44187-RA	GB44187
GB44035-RA	GB44035
GB44034-RA	GB44034
GB44188-RA	GB44188
GB44033-RA	GB44033
GB44189-RA	GB44189
GB44032-RA	GB44032
GB44190-RA	GB44190
GB44031-RA	GB44031
GB44191-RA	GB44191
GB44030-RA	GB44030
GB44192-RA	GB44192
GB44029-RA	GB44029
GB44028-RA	GB44028
GB44027-RA	GB44027
GB44193-RA	GB44193
GB44026-RA	GB44026
GB44194-RA	GB44194
GB44195-RA	GB44195
GB44196-RA	GB44196
GB44024-RA	GB44024
GB44197-RA	GB44197
GB44198-RA	GB44198
GB44199-RA	GB44199
GB44200-RA	GB44200
GB44201-RA	GB44201
GB44022-RA	GB44022
GB44021-RA	GB44021
GB44020-RA	GB44020
GB44019-RA	GB44019
GB44018-RA	GB44018
GB44202-RA	GB44202
GB44017-RA	GB44017
GB44203-RA	GB44203
GB44016-RA	GB44016
GB44204-RA	GB44204
GB44205-RA	GB44205
GB44206-RA	GB44206
GB44015-RA	GB44015
GB44207-RA	GB44207
GB44014-RA	GB44014
GB44013-RA	GB44013
GB44208-RA	GB44208
GB44012-RA	GB44012
GB44209-RA	GB44209
GB44210-RA	GB44210
GB44211-RA	GB44211
GB44212-RA	GB44212
GB44213-RA	GB44213
GB44214-RA	GB44214
GB44011-RA	GB44011
GB44215-RA	GB44215
GB44010-RA	GB44010
GB44216-RA	GB44216
GB44009-RA	GB44009
GB44008-RA	GB44008
GB44007-RA	GB44007
GB44006-RA	GB44006
GB44218-RA	GB44218
GB44219-RA	GB44219
GB44220-RA	GB44220
GB44221-RA	GB44221
GB44222-RA	GB44222
GB44223-RA	GB44223
GB44224-RA	GB44224
GB44005-RA	GB44005
GB44004-RA	GB44004
GB44003-RA	GB44003
GB44002-RA	GB44002
GB44001-RA	GB44001
GB44000-RA	GB44000
GB43999-RA	GB43999
GB44225-RA	GB44225
GB44227-RA	GB44227
GB44228-RA	GB44228
GB44229-RA	GB44229
GB44230-RA	GB44230
GB53004-RA	GB53004
GB53005-RA	GB53005
GB53006-RA	GB53006
GB53007-RA	GB53007
GB53008-RA	GB53008
GB53002-RA	GB53002
GB53009-RA	GB53009
GB53001-RA	GB53001
GB53010-RA	GB53010
GB53011-RA	GB53011
GB53000-RA	GB53000
GB53012-RA	GB53012
GB53013-RA	GB53013
GB53014-RA	GB53014
GB53015-RA	GB53015
GB53016-RA	GB53016
GB53017-RA	GB53017
GB53018-RA	GB53018
GB52999-RA	GB52999
GB52998-RA	GB52998
GB53019-RA	GB53019
GB52997-RA	GB52997
GB53020-RA	GB53020
GB52996-RA	GB52996
GB53021-RA	GB53021
GB53022-RA	GB53022
GB52995-RA	GB52995
GB53023-RA	GB53023
GB52994-RA	GB52994
GB53024-RA	GB53024
GB53025-RA	GB53025
GB52993-RA	GB52993
GB52992-RA	GB52992
GB53026-RA	GB53026
GB53027-RA	GB53027
GB52991-RA	GB52991
GB53028-RA	GB53028
GB52990-RA	GB52990
GB53029-RA	GB53029
GB53030-RA	GB53030
GB53031-RA	GB53031
GB52989-RA	GB52989
GB53032-RA	GB53032
GB53033-RA	GB53033
GB52988-RA	GB52988
GB53034-RA	GB53034
GB52987-RA	GB52987
GB52986-RA	GB52986
GB53035-RA	GB53035
GB52985-RA	GB52985
GB52984-RA	GB52984
GB52983-RA	GB52983
GB52982-RA	GB52982
GB52981-RA	GB52981
GB53036-RA	GB53036
GB53037-RA	GB53037
GB52980-RA	GB52980
GB53038-RA	GB53038
GB53039-RA	GB53039
GB53041-RA	GB53041
GB53042-RA	GB53042
GB52979-RA	GB52979
GB52978-RA	GB52978
GB53043-RA	GB53043
GB53044-RA	GB53044
GB53045-RA	GB53045
GB53046-RA	GB53046
GB53047-RA	GB53047
GB52977-RA	GB52977
GB52976-RA	GB52976
GB52975-RA	GB52975
GB53048-RA	GB53048
GB52974-RA	GB52974
GB52973-RA	GB52973
GB41012-RA	GB41012
GB46669-RA	GB46669
GB46668-RA	GB46668
GB46667-RA	GB46667
GB46666-RA	GB46666
GB46670-RA	GB46670
GB46671-RA	GB46671
GB46665-RA	GB46665
GB46672-RA	GB46672
GB54889-RA	GB54889
GB54890-RA	GB54890
GB54888-RA	GB54888
GB54886-RA	GB54886
GB54891-RA	GB54891
GB54892-RA	GB54892
GB54893-RA	GB54893
GB54885-RA	GB54885
GB54894-RA	GB54894
GB54884-RA	GB54884
GB54883-RA	GB54883
GB54882-RA	GB54882
GB54895-RA	GB54895
GB54881-RA	GB54881
GB53118-RA	GB53118
GB53117-RA	GB53117
GB53116-RA	GB53116
GB53119-RA	GB53119
GB53115-RA	GB53115
GB53114-RA	GB53114
GB53113-RA	GB53113
GB53120-RA	GB53120
GB53112-RA	GB53112
GB53111-RA	GB53111
GB53110-RA	GB53110
GB53109-RA	GB53109
GB53121-RA	GB53121
GB53108-RA	GB53108
GB53122-RA	GB53122
GB53107-RA	GB53107
GB53106-RA	GB53106
GB53105-RA	GB53105
GB53124-RA	GB53124
GB53125-RA	GB53125
GB53104-RA	GB53104
GB53103-RA	GB53103
GB53126-RA	GB53126
GB53101-RA	GB53101
GB53100-RA	GB53100
GB53099-RA	GB53099
GB53098-RA	GB53098
GB53097-RA	GB53097
GB53096-RA	GB53096
GB53094-RA	GB53094
GB53127-RA	GB53127
GB53128-RA	GB53128
GB53093-RA	GB53093
GB53129-RA	GB53129
GB53131-RA	GB53131
GB53092-RA	GB53092
GB53132-RA	GB53132
GB53091-RA	GB53091
GB53090-RA	GB53090
GB53089-RA	GB53089
GB53133-RA	GB53133
GB53134-RA	GB53134
GB53135-RA	GB53135
GB53088-RA	GB53088
GB53136-RA	GB53136
GB53137-RA	GB53137
GB53138-RA	GB53138
GB53087-RA	GB53087
GB53139-RA	GB53139
GB53086-RA	GB53086
GB53140-RA	GB53140
GB53085-RA	GB53085
GB53141-RA	GB53141
GB53142-RA	GB53142
GB53143-RA	GB53143
GB53144-RA	GB53144
GB53145-RA	GB53145
GB53084-RA	GB53084
GB53146-RA	GB53146
GB53083-RA	GB53083
GB53147-RA	GB53147
GB53148-RA	GB53148
GB53082-RA	GB53082
GB53149-RA	GB53149
GB53150-RA	GB53150
GB53081-RA	GB53081
GB53080-RA	GB53080
GB53151-RA	GB53151
GB53152-RA	GB53152
GB53079-RA	GB53079
GB53154-RA	GB53154
GB53155-RA	GB53155
GB53157-RA	GB53157
GB53158-RA	GB53158
GB53159-RA	GB53159
GB53160-RA	GB53160
GB53078-RA	GB53078
GB53161-RA	GB53161
GB53162-RA	GB53162
GB53077-RA	GB53077
GB53163-RA	GB53163
GB53164-RA	GB53164
GB53075-RA	GB53075
GB53166-RA	GB53166
GB53167-RA	GB53167
GB53074-RA	GB53074
GB53168-RA	GB53168
GB53169-RA	GB53169
GB53073-RA	GB53073
GB53072-RA	GB53072
GB53071-RA	GB53071
GB53070-RA	GB53070
GB53170-RA	GB53170
GB53171-RA	GB53171
GB53069-RA	GB53069
GB53068-RA	GB53068
GB53172-RA	GB53172
GB53173-RA	GB53173
GB53067-RA	GB53067
GB53174-RA	GB53174
GB53066-RA	GB53066
GB53065-RA	GB53065
GB53064-RA	GB53064
GB49568-RA	GB49568
GB49567-RA	GB49567
GB49566-RA	GB49566
GB49569-RA	GB49569
GB49565-RA	GB49565
GB49564-RA	GB49564
GB49563-RA	GB49563
GB49562-RA	GB49562
GB49561-RA	GB49561
GB49560-RA	GB49560
GB49559-RA	GB49559
GB49570-RA	GB49570
GB49558-RA	GB49558
GB49571-RA	GB49571
GB49557-RA	GB49557
GB49572-RA	GB49572
GB49556-RA	GB49556
GB49555-RA	GB49555
GB49573-RA	GB49573
GB49554-RA	GB49554
GB49553-RA	GB49553
